# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003741.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003741.1.all.q/CM03_F_S_S5/counts.txt" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam
Tb927.5.1600	Tb927_05_v5.1	564982	567799	+	2818	784	725	59	3933
Tb927.5.1610	Tb927_05_v5.1	568154	568951	+	798	52	41	11	56
Tb927.5.1620	Tb927_05_v5.1	569207	570410	+	1204	237	227	10	586
Tb927.5.1630	Tb927_05_v5.1	570584	571496	+	913	471	454	17	909
Tb927.5.1640	Tb927_05_v5.1	571653	574319	+	2667	708	550	158	1569
Tb927.5.1650	Tb927_05_v5.1	574781	576916	+	2136	1334	1150	184	3092
Tb927.5.1660	Tb927_05_v5.1	580736	583834	+	3099	1408	1089	319	2804
Tb927.5.1670	Tb927_05_v5.1	584184	585232	+	1049	219	174	45	1820
Tb927.5.1680	Tb927_05_v5.1	585799	591815	+	6017	4089	3039	1050	8687
Tb927.5.1690	Tb927_05_v5.1	591871	594676	+	2806	433	380	53	869
Tb927.5.1700	Tb927_05_v5.1	594811	597911	+	3101	51	44	7	174
Tb927.5.1710	Tb927_05_v5.1	597756	598939	+	1184	184	171	13	551
Tb927.5.1720	Tb927_05_v5.1	600077	601997	+	1921	643	420	223	967
Tb927.5.1730	Tb927_05_v5.1	602452	603281	+	830	781	670	111	2274
Tb927.5.1740	Tb927_05_v5.1	603407	604091	+	685	594	553	41	1144
Tb927.5.1750	Tb927_05_v5.1	604221	606194	+	1974	452	360	92	1060
Tb927.5.1760	Tb927_05_v5.1	606341	609254	+	2914	2092	1645	447	5111
Tb927.5.1770	Tb927_05_v5.1	609952	612212	+	2261	1035	726	309	1321
Tb927.5.1780	Tb927_05_v5.1	612331	614793	+	2463	2700	1991	709	6884
Tb927.5.1790	Tb927_05_v5.1	615007	617214	+	2208	1721	1402	319	5831
Tb927.5.1800	Tb927_05_v5.1	617331	617967	+	637	527	326	201	2566
Tb927.5.1810	Tb927_05_v5.1	618076	620849	+	2774	5755	4684	1071	17136
Tb927.5.1820	Tb927_05_v5.1	621014	621511	+	498	105	74	31	571
Tb927.5.1830	Tb927_05_v5.1	622146	625006	+	2861	4435	3649	786	12484
Tb927.5.1840	Tb927_05_v5.1	625114	625779	+	666	431	357	74	1617
Tb927.5.1850	Tb927_05_v5.1	625890	635424	+	9535	5019	4219	800	11126
Tb927.5.1860	Tb927_05_v5.1	635578	637245	+	1668	1098	755	343	2254
Tb927.5.1870	Tb927_05_v5.1	637389	640354	+	2966	1505	1165	340	5152
Tb927.5.1880	Tb927_05_v5.1	640469	641400	+	932	76	65	11	89
Tb927.5.1890	Tb927_05_v5.1	641564	646188	+	4625	1932	1558	374	5617
Tb927.5.1900	Tb927_05_v5.1	646310	648837	+	2528	331	320	11	545
Tb927.5.1910	Tb927_05_v5.1	649016	652553	+	3538	1590	1320	270	2991
Tb927.5.1920	Tb927_05_v5.1	652976	655145	+	2170	667	532	135	2170
Tb927.5.1930	Tb927_05_v5.1	655259	656112	+	854	223	206	17	317
Tb927.5.1940	Tb927_05_v5.1	656923	658441	+	1519	138	128	10	244
Tb927.5.1950	Tb927_05_v5.1	658717	662483	+	3767	3244	1837	1407	6029
Tb927.5.1960	Tb927_05_v5.1	662943	664496	+	1554	303	271	32	6610
Tb927.5.1970	Tb927_05_v5.1	664675	665766	+	1092	146	117	29	646
Tb927.5.1980	Tb927_05_v5.1	668395	672728	+	4334	855	673	182	2031
Tb927.5.1990	Tb927_05_v5.1;Tb927_05_v5.1	671000;673019	674892;674892	+;+	3893	478	413	65	5568
Tb927.5.2000	Tb927_05_v5.1	677645	682210	+	4566	760	593	167	1090
Tb927.5.2010	Tb927_05_v5.1	685760	686916	+	1157	182	113	69	306
Tb5.NT.46	Tb927_05_v5.1	687085	687239	+	155	3	3	0	4
Tb927.5.2020	Tb927_05_v5.1	688176	702305	-	14130	4853	3874	979	11194
Tb927.5.2030	Tb927_05_v5.1	701366	703878	-	2513	958	682	276	2145
Tb927_05_v4.snoRNA.0001	Tb927_05_v5.1	704234	704320	-	87	328	295	33	516
Tb927.5.2040	Tb927_05_v5.1	704746	706019	-	1274	240	224	16	339
Tb927.5.2050	Tb927_05_v5.1	706135	707405	-	1271	349	282	67	1057
Tb927.5.2060	Tb927_05_v5.1	707573	709968	-	2396	1274	816	458	2916
Tb927.5.2070	Tb927_05_v5.1	710143	712376	-	2234	1555	1220	335	3654
Tb927.5.2080	Tb927_05_v5.1	712520	715001	-	2482	1103	810	293	3024
Tb927.5.2090	Tb927_05_v5.1	716294	720202	-	3909	1917	1712	205	4496
Tb927.5.2100	Tb927_05_v5.1	720529	722027	-	1499	978	658	320	1686
Tb927.5.2110	Tb927_05_v5.1	722185	722986	-	802	563	487	76	773
Tb927.5.2120	Tb927_05_v5.1	723650	728529	-	4880	1248	1094	154	3779
Tb927.5.2130	Tb927_05_v5.1	727259	730580	-	3322	928	649	279	1555
Tb927.5.2140	Tb927_05_v5.1	732077	735272	-	3196	1479	1277	202	3318
Tb927.5.2150	Tb927_05_v5.1	734758	737200	-	2443	697	575	122	1376
Tb927.5.2160	Tb927_05_v5.1	747905	748486	+	582	755	601	154	9136
Tb927.5.2170	Tb927_05_v5.1	749382	750025	+	644	221	108	113	672
Tb927.5.2180	Tb927_05_v5.1	750145	751747	+	1603	1161	735	426	1866
Tb927.5.2190	Tb927_05_v5.1	751870	753225	+	1356	569	352	217	3459
Tb927.5.2200	Tb927_05_v5.1	753564	754207	+	644	277	229	48	663
Tb927.5.2210	Tb927_05_v5.1	754327	755818	+	1492	1030	680	350	1723
Tb927.5.2220	Tb927_05_v5.1	756052	757407	+	1356	618	382	236	3583
Tb927.5.2230	Tb927_05_v5.1	757746	758389	+	644	288	229	59	682
Tb927.5.2240	Tb927_05_v5.1	758509	760000	+	1492	1120	723	397	1804
Tb927.5.2250	Tb927_05_v5.1	760234	761589	+	1356	639	399	240	3424
Tb927.5.2260	Tb927_05_v5.1	761928	762699	+	772	356	226	130	1096
Tb927.5.2270	Tb927_05_v5.1	762812	764433	+	1622	131	51	80	278
Tb927.5.2280	Tb927_05_v5.1	764619	766211	+	1593	770	659	111	4847
Tb927.5.2290	Tb927_05_v5.1	766331	773163	+	6833	1456	1171	285	4810
Tb927.5.2300	Tb927_05_v5.1	773622	777872	+	4251	1254	727	527	2288
Tb927.5.2310	Tb927_05_v5.1	778340	780991	+	2652	638	415	223	1096
Tb927.5.2320	Tb927_05_v5.1	781674	785018	+	3345	1134	893	241	3768
Tb927.5.2325	Tb927_05_v5.1	785166	786324	+	1159	398	333	65	1598
Tb927.5.2330	Tb927_05_v5.1	786579	800194	+	13616	4234	3423	811	9678
Tb927.5.2340	Tb927_05_v5.1	800573	802489	+	1917	1489	1347	142	3279
Tb927_05_v4.snoRNA.0003	Tb927_05_v5.1	802715	802800	+	86	51	29	22	52
Tb927_05_v4.snoRNA.0002	Tb927_05_v5.1	802908	802994	+	87	167	159	8	220
Tb927.5.2350	Tb927_05_v5.1	803258	805899	+	2642	848	597	251	1536
Tb927.5.2360	Tb927_05_v5.1	805945	811523	+	5579	1042	885	157	2890
Tb927.5.2370	Tb927_05_v5.1	811918	813505	+	1588	789	711	78	1452
Tb927.5.2380	Tb927_05_v5.1	813677	814904	+	1228	141	132	9	1074
Tb927.5.2390	Tb927_05_v5.1	815126	817780	+	2655	60	49	11	509
Tb927.5.2400	Tb927_05_v5.1	818041	823848	+	5808	4144	3093	1051	8939
Tb927.5.2410	Tb927_05_v5.1	824283	830177	+	5895	1668	1264	404	3144
Tb927.5.2420	Tb927_05_v5.1	830293	833301	+	3009	580	485	95	2903
Tb5.NT.60	Tb927_05_v5.1	833509	833813	+	305	118	112	6	400
Tb927.5.2430	Tb927_05_v5.1	833961	836161	+	2201	1652	1315	337	3514
Tb5.NT.61	Tb927_05_v5.1	836308	836873	+	566	536	424	112	649
Tb927.5.2440	Tb927_05_v5.1	837031	840596	+	3566	1133	981	152	5725
Tb927.5.2450	Tb927_05_v5.1	841885	846107	+	4223	2703	1944	759	5810
Tb927.5.2460	Tb927_05_v5.1	846776	848337	+	1562	973	818	155	1580
Tb927.5.2470	Tb927_05_v5.1	848755	850328	+	1574	1537	1234	303	4210
Tb927.5.2480	Tb927_05_v5.1	851872	853750	+	1879	568	443	125	1679
Tb927.5.2490	Tb927_05_v5.1	856943	859222	+	2280	1425	1236	189	11156
Tb927.5.2500	Tb927_05_v5.1	860099	864778	+	4680	1221	943	278	2510
Tb927.5.2510	Tb927_05_v5.1	865080	869601	+	4522	1531	1121	410	12172
Tb927.5.2520	Tb927_05_v5.1	870245	873182	+	2938	851	615	236	2657
Tb927.5.2530	Tb927_05_v5.1	873482	877991	+	4510	3188	2379	809	13179
Tb927.5.2540	Tb927_05_v5.1	878116	879654	+	1539	331	297	34	1215
Tb927.5.2550	Tb927_05_v5.1	880054	881604	+	1551	458	400	58	585
Tb927.5.2560	Tb927_05_v5.1	881586	882313	+	728	41	23	18	138
Tb927.5.2570	Tb927_05_v5.1	882439	884911	+	2473	148	128	20	668
Tb927.5.2580	Tb927_05_v5.1	885580	886593	+	1014	399	99	300	939
Tb927.5.2590	Tb927_05_v5.1	887821	888850	+	1030	306	214	92	979
Tb927.5.2600	Tb927_05_v5.1	888984	892234	+	3251	1332	1097	235	4853
Tb927.5.2610	Tb927_05_v5.1	892305	893344	+	1040	408	386	22	1165
Tb927.5.2620	Tb927_05_v5.1	894370	900032	+	5663	1402	1192	210	7254
Tb927.5.2630	Tb927_05_v5.1	901003	901824	+	822	264	144	120	298
Tb927.5.2640	Tb927_05_v5.1	902279	903345	+	1067	76	61	15	232
Tb927.5.2650	Tb927_05_v5.1	903480	905724	+	2245	1211	931	280	1812
Tb927.5.2660	Tb927_05_v5.1	905689	908338	+	2650	1918	1275	643	7135
Tb927.5.2670	Tb927_05_v5.1	908668	909493	+	826	139	115	24	1078
Tb927.5.2680	Tb927_05_v5.1	909594	911866	+	2273	1524	1215	309	2578
Tb927.5.2690	Tb927_05_v5.1	912392	913472	+	1081	839	681	158	1171
Tb927.5.2700	Tb927_05_v5.1	913637	914950	+	1314	431	338	93	712
Tb927.5.2710	Tb927_05_v5.1	915080	918027	+	2948	1007	802	205	1770
Tb927.5.2720	Tb927_05_v5.1	918516	919951	+	1436	382	177	205	501
Tb927.5.2730	Tb927_05_v5.1	920288	922451	+	2164	591	536	55	1639
Tb927.5.2740	Tb927_05_v5.1	922616	924057	+	1442	211	146	65	353
Tb927.5.2750	Tb927_05_v5.1	925022	927142	+	2121	781	605	176	1253
Tb927.5.2760	Tb927_05_v5.1	926672	928860	+	2189	371	229	142	1294
Tb927.5.2765	Tb927_05_v5.1	931361	931432	+	72	211	204	7	846
Tb927.5.2770	Tb927_05_v5.1	933722	935182	-	1461	226	170	56	1032
Tb927.5.2780	Tb927_05_v5.1	935093	937903	-	2811	597	522	75	2024
Tb927.5.2790	Tb927_05_v5.1	939446	942152	-	2707	992	771	221	1713
Tb927.5.2800	Tb927_05_v5.1	942615	945875	-	3261	3269	2366	903	7488
Tb927.5.2810	Tb927_05_v5.1	946004	947046	-	1043	931	710	221	1278
Tb927.5.2820	Tb927_05_v5.1	947450	951689	-	4240	2170	1580	590	3997
Tb927.5.2830	Tb927_05_v5.1	951796	952618	-	823	47	29	18	48
Tb927.5.2840	Tb927_05_v5.1	952830	953360	-	531	161	155	6	1806
Tb927.5.2850	Tb927_05_v5.1	954147	955716	-	1570	339	285	54	503
Tb927.5.2860	Tb927_05_v5.1	955842	958069	-	2228	1055	832	223	1869
Tb927.5.2870	Tb927_05_v5.1	959902	961357	-	1456	464	345	119	688
Tb927.5.2880	Tb927_05_v5.1	962196	962811	-	616	40	34	6	46
Tb927.5.2890	Tb927_05_v5.1;Tb927_05_v5.1	963583;963583	970124;970325	-;-	6743	5590	3509	2081	16865
Tb927.5.2900	Tb927_05_v5.1	971002	973702	-	2701	1278	940	338	6493
Tb5.NT.67	Tb927_05_v5.1	973819	974065	-	247	523	468	55	1168
Tb927.5.2910	Tb927_05_v5.1	980390	980981	+	592	274	158	116	285
Tb927.5.2920	Tb927_05_v5.1	981186	982595	+	1410	479	399	80	620
Tb927.5.2930	Tb927_05_v5.1	982801	984100	+	1300	326	308	18	1445
Tb927.5.2940	Tb927_05_v5.1	984212	985898	+	1687	70	48	22	78
Tb927.5.2950	Tb927_05_v5.1	986415	989109	+	2695	2703	2187	516	6359
Tb927.5.2960	Tb927_05_v5.1	989275	990676	+	1402	1070	864	206	2496
Tb927.5.2970	Tb927_05_v5.1	991122	993844	+	2723	1459	1239	220	4844
Tb927.5.2980	Tb927_05_v5.1	994046	998146	+	4101	2260	1834	426	8906
Tb927.5.2990	Tb927_05_v5.1	998287	999500	+	1214	388	289	99	1392
Tb927.5.3000	Tb927_05_v5.1	999760	1000955	+	1196	271	247	24	559
Tb927.5.3010	Tb927_05_v5.1	1001119	1002695	+	1577	178	138	40	239
Tb927.5.3020	Tb927_05_v5.1	1003536	1005094	+	1559	435	296	139	620
Tb927.5.3030	Tb927_05_v5.1	1005199	1010226	+	5028	1090	954	136	3611
Tb927.5.3040	Tb927_05_v5.1	1010382	1011257	+	876	31	17	14	157
Tb927.5.3050	Tb927_05_v5.1	1011965	1014473	+	2509	1341	1219	122	4903
Tb927.5.3060	Tb927_05_v5.1	1014606	1015625	+	1020	208	130	78	713
Tb927.5.3070	Tb927_05_v5.1	1015819	1017829	+	2011	2799	2071	728	5627
Tb927.5.3080	Tb927_05_v5.1	1018435	1019750	+	1316	386	301	85	1692
Tb927.5.3090	Tb927_05_v5.1	1019833	1020489	+	657	2	0	2	2
Tb927.5.3100	Tb927_05_v5.1	1020469	1025364	-	4896	3099	2256	843	8948
Tb927.5.3110	Tb927_05_v5.1	1025275	1026662	-	1388	62	58	4	1295
Tb927.5.3120	Tb927_05_v5.1	1027433	1028494	-	1062	101	79	22	908
Tb927.5.3130	Tb927_05_v5.1	1029593	1033275	-	3683	924	743	181	2047
Tb927.5.3140	Tb927_05_v5.1	1033545	1034316	-	772	459	361	98	606
Tb927.5.3150	Tb927_05_v5.1	1034430	1040685	-	6256	2748	1932	816	5177
Tb927.5.3160	Tb927_05_v5.1	1041865	1046397	-	4533	3301	2420	881	13673
Tb927.5.3170	Tb927_05_v5.1	1046421	1050207	-	3787	1475	1327	148	7989
Tb927.5.3180	Tb927_05_v5.1	1051044	1051611	-	568	160	156	4	826
Tb927.5.3190	Tb927_05_v5.1	1051916	1052697	-	782	154	109	45	3162
Tb927.5.3200	Tb927_05_v5.1	1052816	1054641	-	1826	723	599	124	2280
Tb927.5.3210	Tb927_05_v5.1	1055536	1056120	-	585	423	286	137	1490
Tb927.5.3220	Tb927_05_v5.1	1056037	1057777	-	1741	319	239	80	652
Tb927.5.3230	Tb927_05_v5.1	1058296	1064868	-	6573	2782	2073	709	7515
Tb927.5.3240	Tb927_05_v5.1	1065640	1068562	-	2923	348	305	43	2300
Tb927.5.3250	Tb927_05_v5.1;Tb927_05_v5.1	1069604;1069604	1074290;1069827	-;-	4687	2736	2250	486	6586
Tb927.5.3260	Tb927_05_v5.1	1075430	1080296	-	4867	2440	1933	507	5320
Tb927.5.3270	Tb927_05_v5.1	1080439	1083160	-	2722	2391	1982	409	5089
Tb5.NT.75	Tb927_05_v5.1	1083317	1083607	-	291	795	462	333	1396
Tb927.5.3280	Tb927_05_v5.1	1083945	1087829	-	3885	1042	828	214	4620
Tb927.5.3290	Tb927_05_v5.1	1088731	1094274	-	5544	2316	1860	456	6998
Tb927.5.3300	Tb927_05_v5.1	1095351	1096095	-	745	406	294	112	519
Tb927.5.3310	Tb927_05_v5.1	1096205	1098094	-	1890	406	348	58	2357
Tb927.5.3320	Tb927_05_v5.1	1098222	1103130	-	4909	2654	2050	604	7214
Tb927.5.3330	Tb927_05_v5.1	1103247	1118742	-	15496	6898	5471	1427	15332
Tb927.5.3340	Tb927_05_v5.1	1119351	1119807	-	457	13	5	8	60
Tb927.5.3350	Tb927_05_v5.1	1120003	1122000	-	1998	901	759	142	1407
Tb927.5.3360	Tb927_05_v5.1	1121692	1123713	-	2022	1547	1151	396	3184
Tb927.5.3370	Tb927_05_v5.1	1124119	1126164	-	2046	697	620	77	1474
Tb927.5.3380	Tb927_05_v5.1	1126956	1128779	-	1824	450	311	139	1102
Tb927.5.3390	Tb927_05_v5.1	1128957	1129929	-	973	171	160	11	555
Tb927.5.3400	Tb927_05_v5.1	1130510	1134466	-	3957	1780	1526	254	5244
Tb927.5.3410	Tb927_05_v5.1	1134628	1135665	-	1038	446	400	46	1887
Tb927.5.3420	Tb927_05_v5.1	1136146	1138140	-	1995	223	182	41	363
Tb927.5.3430	Tb927_05_v5.1	1138330	1141265	-	2936	1747	1451	296	6202
Tb927.5.3440	Tb927_05_v5.1	1141521	1143330	-	1810	1383	1240	143	2016
Tb927.5.3450	Tb927_05_v5.1	1143458	1145492	-	2035	478	426	52	2256
Tb927.5.3460	Tb927_05_v5.1	1145590	1147469	-	1880	1181	1016	165	2275
Tb927.5.3470	Tb927_05_v5.1	1147679	1149163	-	1485	265	242	23	711
Tb927.5.3480	Tb927_05_v5.1	1149759	1151432	-	1674	754	591	163	1880
Tb927.5.3490	Tb927_05_v5.1	1151549	1152757	-	1209	419	262	157	973
Tb927.5.3500	Tb927_05_v5.1	1152887	1155744	-	2858	1160	955	205	6424
Tb927.5.3510	Tb927_05_v5.1	1159514	1163174	+	3661	1338	948	390	4668
Tb927.5.3520	Tb927_05_v5.1	1164960	1166278	+	1319	341	290	51	428
Tb927.5.3530	Tb927_05_v5.1	1166404	1168945	+	2542	664	582	82	2342
Tb927.5.3540	Tb927_05_v5.1	1169050	1172145	+	3096	1236	1057	179	2140
Tb927.5.3550	Tb927_05_v5.1	1172517	1173940	+	1424	2753	792	1961	4855
Tb927.5.3560	Tb927_05_v5.1	1174162	1175435	+	1274	346	331	15	543
Tb927.5.3570	Tb927_05_v5.1	1175464	1177939	+	2476	857	681	176	1808
Tb5.NT.81	Tb927_05_v5.1	1178097	1178490	+	394	165	155	10	233
Tb927.5.3580	Tb927_05_v5.1	1178636	1179671	+	1036	352	233	119	865
Tb927.5.3590	Tb927_05_v5.1	1179831	1181880	+	2050	616	542	74	3434
Tb927.5.3600	Tb927_05_v5.1;Tb927_05_v5.1	1182048;1182404	1185488;1185488	+;+	3441	2421	1379	1042	5491
Tb927.5.3610	Tb927_05_v5.1	1185580	1189703	+	4124	1945	1505	440	7030
Tb927.5.3620	Tb927_05_v5.1	1189831	1198146	+	8316	2123	1788	335	7120
Tb927.5.3630	Tb927_05_v5.1	1198442	1199781	+	1340	258	207	51	671
Tb927.5.3640	Tb927_05_v5.1	1200887	1201768	+	882	81	80	1	519
Tb927.5.3650	Tb927_05_v5.1	1202306	1204742	+	2437	473	329	144	523
Tb927.5.3660	Tb927_05_v5.1	1205311	1207735	+	2425	633	538	95	2128
Tb927.5.3670	Tb927_05_v5.1	1207843	1212071	+	4229	1643	1448	195	6709
Tb927.5.3680	Tb927_05_v5.1	1212224	1213687	+	1464	1209	880	329	3124
Tb927.5.3690	Tb927_05_v5.1	1213760	1215182	+	1423	290	263	27	1284
Tb927.5.3700	Tb927_05_v5.1	1215459	1216685	+	1227	717	666	51	1838
Tb927.5.3710	Tb927_05_v5.1	1217440	1219415	+	1976	1592	1401	191	6239
Tb927.5.3720	Tb927_05_v5.1	1219908	1220990	+	1083	181	173	8	1759
Tb927.5.3730	Tb927_05_v5.1	1221411	1223264	+	1854	362	309	53	10880
Tb927.5.3740	Tb927_05_v5.1	1223486	1223998	+	513	250	211	39	2166
Tb927.5.3745	Tb927_05_v5.1	1224221	1224909	+	689	689	653	36	1987
Tb927.5.3750	Tb927_05_v5.1	1225338	1226911	+	1574	634	543	91	3618
Tb927.5.3760	Tb927_05_v5.1	1227127	1228650	+	1524	380	313	67	706
Tb927.5.3770	Tb927_05_v5.1	1230262	1231976	+	1715	1398	1283	115	2557
Tb927.5.3780	Tb927_05_v5.1	1232540	1235077	+	2538	95	80	15	1091
Tb927.5.3790	Tb927_05_v5.1	1234372	1237234	+	2863	987	919	68	2794
Tb927.5.3800	Tb927_05_v5.1	1237906	1244378	+	6473	2530	1928	602	4830
Tb927.5.3810	Tb927_05_v5.1	1246135	1247652	+	1518	143	121	22	168
Tb927.5.3820	Tb927_05_v5.1	1248546	1249749	+	1204	1028	471	557	1683
Tb927.5.3830	Tb927_05_v5.1	1250352	1251886	+	1535	854	763	91	2692
Tb927.5.3840	Tb927_05_v5.1	1251987	1254228	+	2242	1803	1387	416	4828
Tb927.5.3850	Tb927_05_v5.1	1254667	1257483	+	2817	430	255	175	1013
Tb927.5.3860	Tb927_05_v5.1	1257919	1261497	+	3579	1762	1364	398	3296
Tb927.5.3870	Tb927_05_v5.1	1261714	1264206	+	2493	1188	1079	109	4606
Tb927.5.3880	Tb927_05_v5.1	1264456	1266696	+	2241	839	610	229	1578
Tb927.5.3890	Tb927_05_v5.1	1267201	1268396	+	1196	215	184	31	1711
Tb927.5.3895	Tb927_05_v5.1	1268651	1269530	+	880	276	194	82	319
Tb927.5.3900	Tb927_05_v5.1	1269417	1272050	+	2634	1055	818	237	2875
Tb927.5.3910	Tb927_05_v5.1	1272161	1273311	+	1151	283	276	7	486
Tb927.5.3920	Tb927_05_v5.1	1273735	1276794	+	3060	1716	1412	304	3012
Tb927.5.3930	Tb927_05_v5.1	1277187	1279263	+	2077	1615	1392	223	4442
Tb927.5.3940	Tb927_05_v5.1	1279403	1281489	+	2087	1733	1323	410	4527
Tb927.5.3950	Tb927_05_v5.1	1281629	1283030	+	1402	391	356	35	663
Tb927.5.3960	Tb927_05_v5.1	1283161	1284364	+	1204	761	640	121	7380
Tb927.5.3970	Tb927_05_v5.1	1284497	1285686	+	1190	230	193	37	274
Tb927.5.3980	Tb927_05_v5.1	1285782	1287326	+	1545	834	767	67	2169
Tb927.5.3990	Tb927_05_v5.1	1287431	1294859	+	7429	4603	3775	828	22085
Tb927.5.4000	Tb927_05_v5.1	1295006	1296015	+	1010	587	475	112	1055
Tb927.5.4010	Tb927_05_v5.1	1296164	1297207	-	1044	275	248	27	362
Tb927.5.4020	Tb927_05_v5.1	1299149	1300020	-	872	221	202	19	454
Tb927.5.4030	Tb927_05_v5.1	1300134	1300596	-	463	146	110	36	874
Tb927.5.4040	Tb927_05_v5.1	1300736	1303605	-	2870	1204	985	219	2420
Tb927.5.4050	Tb927_05_v5.1	1303722	1304133	-	412	294	213	81	405
Tb927.5.4060	Tb927_05_v5.1	1304311	1306931	-	2621	1117	862	255	3168
Tb927.5.4070	Tb927_05_v5.1	1307044	1309100	-	2057	217	171	46	2261
Tb927.5.4080	Tb927_05_v5.1	1309268	1311006	-	1739	1730	951	779	3186
Tb927.5.4090	Tb927_05_v5.1	1311533	1312491	-	959	245	174	71	519
Tb927.5.4100	Tb927_05_v5.1	1312619	1314430	-	1812	387	339	48	2537
Tb927.5.4110	Tb927_05_v5.1	1314553	1317794	-	3242	1109	688	421	3226
Tb927.5.4120	Tb927_05_v5.1	1318166	1318839	-	674	525	340	185	862
Tb927.5.4130	Tb927_05_v5.1	1319159	1322407	-	3249	3034	1820	1214	6645
Tb927.5.4140	Tb927_05_v5.1	1323053	1324235	-	1183	1299	879	420	1855
Tb5.NT.86	Tb927_05_v5.1	1324348	1324642	-	295	399	370	29	2660
Tb927.5.4150	Tb927_05_v5.1	1324742	1326505	-	1764	490	433	57	3777
Tb927.5.4160	Tb927_05_v5.1;Tb927_05_v5.1	1326697;1326697	1327818;1327845	-;-	1149	208	137	71	1030
Tb927.5.4170	Tb927_05_v5.1	1328084	1328420	-	337	127	111	16	297
Tb927.5.4180	Tb927_05_v5.1	1328642	1329156	-	515	163	133	30	622
Tb927.5.4190	Tb927_05_v5.1	1329378	1329892	-	515	445	413	32	1061
Tb927.5.4200	Tb927_05_v5.1	1330114	1330628	-	515	178	168	10	502
Tb927.5.4210	Tb927_05_v5.1	1331028	1331364	-	337	47	39	8	193
Tb927.5.4220	Tb927_05_v5.1	1331526	1332100	-	575	265	239	26	867
Tb927.5.4230	Tb927_05_v5.1	1332322	1332836	-	515	221	194	27	801
Tb927.5.4240	Tb927_05_v5.1	1333079	1333572	-	494	179	161	18	763
Tb927.5.4250	Tb927_05_v5.1	1333794	1334308	-	515	132	118	14	579
Tb927.5.4260	Tb927_05_v5.1	1334551	1335044	-	494	277	262	15	1779
Tb927.5.4270	Tb927_05_v5.1	1335188	1337766	-	2579	1391	1028	363	4258
Tb927.5.4280	Tb927_05_v5.1	1337910	1339671	-	1762	96	80	16	423
Tb927.5.4290	Tb927_05_v5.1	1339798	1341066	-	1269	504	467	37	971
Tb927.5.4300	Tb927_05_v5.1	1341216	1344591	-	3376	1929	1283	646	5104
Tb927.5.4310	Tb927_05_v5.1	1344746	1347415	-	2670	1634	1266	368	3547
Tb927.5.4320	Tb927_05_v5.1	1347580	1348832	-	1253	1126	1015	111	2179
Tb927.5.4330	Tb927_05_v5.1	1349167	1350755	-	1589	600	549	51	2765
Tb927.5.4340	Tb927_05_v5.1	1350962	1353155	-	2194	520	394	126	1239
Tb927.5.4350	Tb927_05_v5.1	1353612	1354985	-	1374	241	187	54	859
Tb927.5.4360	Tb927_05_v5.1	1355366	1356350	-	985	381	279	102	548
Tb927.5.4370	Tb927_05_v5.1	1356477	1357010	-	534	278	237	41	489
Tb927.5.4380	Tb927_05_v5.1	1357568	1362572	-	5005	1336	1144	192	4155
Tb927.5.4390	Tb927_05_v5.1	1363428	1363884	-	457	45	34	11	73
Tb927.5.4400	Tb927_05_v5.1	1364291	1365700	-	1410	492	352	140	667
Tb927.5.4410	Tb927_05_v5.1	1365870	1366611	-	742	94	91	3	349
Tb927.5.4420	Tb927_05_v5.1	1366776	1369203	-	2428	643	564	79	1514
Tb927.5.4430	Tb927_05_v5.1	1369425	1371059	-	1635	712	583	129	1250
Tb927.5.4440	Tb927_05_v5.1	1371202	1371779	-	578	28	2	26	28
Tb927.5.4450	Tb927_05_v5.1	1371940	1373109	-	1170	440	380	60	794
Tb927.5.4460	Tb927_05_v5.1	1373484	1377009	-	3526	370	298	72	3510
Tb927.5.4470	Tb927_05_v5.1	1376554	1380238	-	3685	832	660	172	3266
Tb927.5.4480	Tb927_05_v5.1	1380372	1382458	-	2087	233	170	63	5613
Tb927.5.4490	Tb927_05_v5.1	1382737	1383162	-	426	140	131	9	249
Tb927.5.4500	Tb927_05_v5.1	1383439	1384067	-	629	58	48	10	69
Tb927.5.4510	Tb927_05_v5.1	1384224	1384694	-	471	19	19	0	119
Tb927.5.4520	Tb927_05_v5.1	1384812	1387751	-	2940	261	238	23	653
Tb927.5.4530	Tb927_05_v5.1	1387861	1388754	-	894	42	32	10	45
Tb927.5.4535	Tb927_05_v5.1	1389219	1389394	-	176	104	101	3	1153
