# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003740.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/counts.txt" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam
Tb927.4.730	Tb927_04_v5.1	203661	205158	-	1498	122	89	33	987
Tb927.4.740	Tb927_04_v5.1	205296	206958	-	1663	404	388	16	1706
Tb927.4.750	Tb927_04_v5.1	207281	208041	-	761	379	246	133	479
Tb927.4.760	Tb927_04_v5.1	208684	211289	-	2606	598	486	112	1588
Tb927.4.770	Tb927_04_v5.1	211670	216207	-	4538	2523	1917	606	8636
Tb927.4.780	Tb927_04_v5.1	216630	217261	-	632	365	341	24	823
Tb927.4.790	Tb927_04_v5.1	218030	219116	-	1087	116	84	32	577
Tb927.4.800	Tb927_04_v5.1	219256	228407	-	9152	2759	2151	608	6591
Tb927.4.810	Tb927_04_v5.1	228529	230464	-	1936	2386	1305	1081	4170
Tb927.4.820	Tb927_04_v5.1	230573	232217	-	1645	1184	976	208	4480
Tb927.4.830	Tb927_04_v5.1	232773	233074	-	302	280	184	96	318
Tb927.4.840	Tb927_04_v5.1	233257	235026	-	1770	180	170	10	347
Tb927.4.850	Tb927_04_v5.1	235166	236059	-	894	377	317	60	2347
Tb927.4.860	Tb927_04_v5.1	236161	237566	-	1406	73	60	13	155
Tb927.4.870	Tb927_04_v5.1	237697	252153	-	14457	203	157	46	820
Tb927.4.880	Tb927_04_v5.1	252292	254428	-	2137	1261	799	462	1726
Tb927.4.890	Tb927_04_v5.1	254633	255751	-	1119	874	369	505	960
Tb927.4.900	Tb927_04_v5.1	255854	257278	-	1425	1517	1259	258	3209
Tb927.4.910	Tb927_04_v5.1;Tb927_04_v5.1	257442;257442	258501;259079	-;-	1638	1700	1219	481	2957
Tb927.4.920	Tb927_04_v5.1	259313	260159	-	847	298	226	72	355
Tb927.4.930	Tb927_04_v5.1	260269	260985	-	717	275	168	107	573
Tb927.4.940	Tb927_04_v5.1	261057	261946	-	890	410	304	106	561
Tb927.4.950	Tb927_04_v5.1	262118	263156	-	1039	373	280	93	432
Tb927.4.960	Tb927_04_v5.1	263441	267055	-	3615	647	547	100	1746
Tb927.4.970	Tb927_04_v5.1	267244	267982	-	739	274	189	85	372
Tb927.4.980	Tb927_04_v5.1	268181	269900	-	1720	1606	997	609	4537
Tb927.4.990	Tb927_04_v5.1	270150	271358	-	1209	555	360	195	918
Tb927.4.1000	Tb927_04_v5.1	271688	275918	-	4231	1194	958	236	2911
Tb927.4.1010	Tb927_04_v5.1	275955	276230	-	276	69	43	26	77
Tb927.4.1020	Tb927_04_v5.1	276640	278244	-	1605	160	135	25	1276
Tb927.4.1030	Tb927_04_v5.1	278752	279660	-	909	244	210	34	895
Tb927.4.1040	Tb927_04_v5.1	279831	280775	-	945	134	123	11	255
Tb927.4.1050	Tb927_04_v5.1	280849	282435	-	1587	117	94	23	165
Tb927.4.1060	Tb927_04_v5.1	282675	286034	-	3360	979	749	230	3437
Tb927.4.1070	Tb927_04_v5.1	286282	287160	-	879	60	56	4	367
Tb927.4.1080	Tb927_04_v5.1	288135	290176	-	2042	644	517	127	1249
Tb927.4.1090	Tb927_04_v5.1	290368	292772	-	2405	598	463	135	2463
Tb927.4.1100	Tb927_04_v5.1	292921	293507	-	587	1	0	1	1
Tb927.4.1110	Tb927_04_v5.1	293731	295687	-	1957	502	392	110	1951
Tb927.4.1120	Tb927_04_v5.1	296344	297920	-	1577	436	328	108	1453
Tb927.4.1130	Tb927_04_v5.1	298120	299342	-	1223	352	307	45	1736
Tb927.4.1140	Tb927_04_v5.1	300197	302033	-	1837	972	702	270	1431
Tb927.4.1150	Tb927_04_v5.1	302414	304677	-	2264	652	459	193	2426
Tb927.4.1160	Tb927_04_v5.1	306804	309661	-	2858	365	266	99	558
Tb927.4.1170	Tb927_04_v5.1	309801	310844	-	1044	693	434	259	2244
Tb927.4.1180	Tb927_04_v5.1;Tb927_04_v5.1	311027;311027	311792;312039	-;-	1013	417	382	35	688
Tb927.4.1190	Tb927_04_v5.1	312215	312865	-	651	32	31	1	864
Tb927.4.1195	Tb927_04_v5.1	317914	317985	-	72	18	15	3	18
Tb927.4.1200	Tb927_04_v5.1	319455	320583	+	1129	819	451	368	2542
Tb927.4.1210	Tb927_04_v5.1	322149	325295	-	3147	1089	772	317	1343
Tb927.4.1213	Tb927_04_v5.1	325767	325861	+	95	49	37	12	53
Tb927.4.1216	Tb927_04_v5.1	325958	326029	+	72	44	37	7	49
Tb927.4.1219	Tb927_04_v5.1	326099	326181	-	83	133	119	14	147
Tb927.4.1220	Tb927_04_v5.1	328049	329060	-	1012	983	626	357	3147
Tb927.4.1230	Tb927_04_v5.1	329308	330329	-	1022	1147	989	158	3823
Tb927.4.1240	Tb927_04_v5.1	330542	331543	-	1002	209	175	34	351
Tb927.4.1250	Tb927_04_v5.1	331483	334613	-	3131	1301	860	441	1807
Tb927.4.1260	Tb927_04_v5.1	334735	336052	-	1318	589	466	123	1518
Tb927.4.1270	Tb927_04_v5.1	336235	337988	-	1754	280	237	43	541
Tb927.4.1280	Tb927_04_v5.1	338191	339565	-	1375	223	146	77	246
Tb927.4.1290	Tb927_04_v5.1	339721	340561	-	841	58	37	21	59
Tb927.4.1300	Tb927_04_v5.1	341011	342969	-	1959	231	214	17	720
Tb927.4.1310	Tb927_04_v5.1	343085	344700	-	1616	628	475	153	1686
Tb927.4.1320	Tb927_04_v5.1	345185	348084	-	2900	1005	593	412	6749
Tb927.4.1330	Tb927_04_v5.1	349153	351475	-	2323	143	120	23	870
Tb927.4.1340	Tb927_04_v5.1	351602	354326	-	2725	208	168	40	1123
Tb927.4.1350	Tb927_04_v5.1	354470	356090	-	1621	469	340	129	616
Tb927.4.1360	Tb927_04_v5.1	356375	357680	-	1306	143	105	38	215
Tb927.4.1370	Tb927_04_v5.1	357793	358447	-	655	1308	49	1259	3052
Tb927.4.1380	Tb927_04_v5.1	358570	359254	-	685	949	719	230	1424
Tb927.4.1390	Tb927_04_v5.1	359384	363350	-	3967	4202	2702	1500	14876
Tb927.4.1400	Tb927_04_v5.1	363490	365324	-	1835	650	507	143	1401
Tb927.4.1410	Tb927_04_v5.1	365453	367416	-	1964	401	290	111	651
Tb927.4.1420	Tb927_04_v5.1	367940	368424	-	485	409	266	143	481
Tb927.4.1430	Tb927_04_v5.1	368607	370362	-	1756	1360	950	410	3101
Tb927.4.1440	Tb927_04_v5.1	370479	371284	-	806	222	150	72	246
Tb927.4.1450	Tb927_04_v5.1	371443	372774	-	1332	758	490	268	994
Tb927.4.1460	Tb927_04_v5.1	373162	374790	-	1629	359	288	71	941
Tb927.4.1470	Tb927_04_v5.1	375059	375503	-	445	38	36	2	62
Tb927.4.1480	Tb927_04_v5.1	375638	378712	-	3075	1880	1120	760	3290
Tb927.4.1490	Tb927_04_v5.1	379060	380937	-	1878	585	461	124	957
Tb927.4.1500	Tb927_04_v5.1	381073	388002	-	6930	2265	1645	620	3791
Tb927.4.1510	Tb927_04_v5.1	388959	392209	-	3251	2591	1741	850	4279
Tb927.4.1520	Tb927_04_v5.1	392401	393095	-	695	22	13	9	293
Tb927.4.1530	Tb927_04_v5.1	393395	396339	-	2945	730	586	144	2713
Tb927.4.1540	Tb927_04_v5.1	396608	401044	-	4437	1241	843	398	1889
Tb927.4.1550	Tb927_04_v5.1	401302	403501	-	2200	1010	810	200	3747
Tb927.4.1560	Tb927_04_v5.1	404419	406107	-	1689	306	233	73	625
Tb927.4.1570	Tb927_04_v5.1	406217	407431	-	1215	219	186	33	936
Tb927.4.1580	Tb927_04_v5.1	407935	408643	-	709	304	260	44	562
Tb927.4.1590	Tb927_04_v5.1;Tb927_04_v5.1	408940;408940	410203;410236	-;-	1297	1239	712	527	2291
Tb927.4.1600	Tb927_04_v5.1	410608	411437	-	830	988	716	272	1700
Tb927.4.1610	Tb927_04_v5.1	411637	413481	-	1845	509	425	84	1026
Tb927.4.1620	Tb927_04_v5.1	413613	415829	-	2217	240	141	99	376
Tb927.4.1630	Tb927_04_v5.1	416333	418559	-	2227	1052	841	211	2413
Tb927.4.1640	Tb927_04_v5.1	418722	420358	-	1637	127	113	14	580
Tb927.4.1650	Tb927_04_v5.1	421895	424257	-	2363	1391	1203	188	2408
Tb927.4.1660	Tb927_04_v5.1	425933	427751	-	1819	550	436	114	1702
Tb927.4.1670	Tb927_04_v5.1	428389	428890	-	502	174	137	37	227
Tb927.4.1680	Tb927_04_v5.1	429633	431074	-	1442	496	443	53	1673
Tb927.4.1690	Tb927_04_v5.1	431263	433048	-	1786	2207	1522	685	4679
Tb927.4.1700	Tb927_04_v5.1	434137	436245	-	2109	738	527	211	2679
Tb927.4.1710	Tb927_04_v5.1	436440	437735	-	1296	728	611	117	1513
Tb927.4.1720	Tb927_04_v5.1	438370	439638	-	1269	314	234	80	349
Tb927.4.1730	Tb927_04_v5.1	440217	441438	-	1222	27	24	3	99
Tb927.4.1740	Tb927_04_v5.1	441233	443235	-	2003	696	544	152	3326
Tb927.4.1750	Tb927_04_v5.1	443149	444389	-	1241	721	551	170	2613
Tb927.4.1760	Tb927_04_v5.1	444518	445680	-	1163	611	510	101	1296
Tb927.4.1770	Tb927_04_v5.1	445832	446531	-	700	328	283	45	503
Tb927.4.1780	Tb927_04_v5.1	446656	448209	-	1554	162	154	8	992
Tb927.4.1790	Tb927_04_v5.1	448347	449774	-	1428	36	33	3	55
Tb927.4.1800	Tb927_04_v5.1	449971	451428	-	1458	45	37	8	68
Tb927.4.1810	Tb927_04_v5.1	451602	452908	-	1307	604	543	61	949
Tb927.4.1820	Tb927_04_v5.1	453065	455266	-	2202	1805	1142	663	2447
Tb927.4.1830	Tb927_04_v5.1	455578	456057	-	480	104	77	27	2762
Tb927.4.1840	Tb927_04_v5.1	458938	462069	-	3132	725	618	107	2212
Tb927.4.1850	Tb927_04_v5.1	462529	464483	-	1955	90	70	20	289
Tb927.4.1860	Tb927_04_v5.1	464704	465622	-	919	7	5	2	48
Tb927.4.1870	Tb927_04_v5.1	465562	469837	-	4276	579	470	109	1385
Tb927.4.1880	Tb927_04_v5.1	470900	474068	-	3169	807	576	231	2395
Tb927.4.1890	Tb927_04_v5.1	474207	475438	-	1232	616	520	96	1865
Tb927.4.1900	Tb927_04_v5.1	475579	477595	-	2017	178	157	21	554
Tb927.4.1910	Tb927_04_v5.1	485772	486810	-	1039	385	335	50	3882
Tb927.4.1920	Tb927_04_v5.1	487281	489454	-	2174	301	242	59	535
Tb927.4.1930	Tb927_04_v5.1	490263	491372	-	1110	377	355	22	1992
Tb927.4.1940	Tb927_04_v5.1	491290	493316	-	2027	1000	758	242	2294
Tb927.4.1950	Tb927_04_v5.1	493439	495623	-	2185	538	388	150	937
Tb927.4.1960	Tb927_04_v5.1	495944	497007	-	1064	512	305	207	5253
Tb927.4.1970	Tb927_04_v5.1	497127	499157	-	2031	714	497	217	1017
Tb927.4.1980	Tb927_04_v5.1	499850	502470	-	2621	892	735	157	2101
Tb927.4.1990	Tb927_04_v5.1	502727	504741	-	2015	406	345	61	1174
Tb927.4.2000	Tb927_04_v5.1	505295	506842	-	1548	53	37	16	64
Tb927.4.2010	Tb927_04_v5.1	506967	507814	-	848	140	75	65	161
Tb927.4.2020	Tb927_04_v5.1	507952	509511	-	1560	972	827	145	3257
Tb927.4.2030	Tb927_04_v5.1	509663	512066	-	2404	752	550	202	1729
Tb927.4.2040	Tb927_04_v5.1	512184	513319	-	1136	302	213	89	380
Tb927.4.2050	Tb927_04_v5.1	513533	514205	-	673	319	232	87	807
Tb927.4.2060	Tb927_04_v5.1	514362	516448	-	2087	626	510	116	1232
Tb927.4.2070	Tb927_04_v5.1	517217	530993	-	13777	4442	3559	883	8622
Tb927.4.2080	Tb927_04_v5.1	532617	535378	-	2762	23	19	4	250
Tb927.4.2090	Tb927_04_v5.1	539209	541025	+	1817	366	315	51	555
Tb927.4.2100	Tb927_04_v5.1	543310	544512	+	1203	753	611	142	1135
Tb927.4.2110	Tb927_04_v5.1	546576	547823	+	1248	408	338	70	681
Tb927.4.2120	Tb927_04_v5.1	550266	551826	+	1561	184	159	25	197
Tb927.4.2130	Tb927_04_v5.1	551969	553112	+	1144	747	660	87	3644
Tb927.4.2140	Tb927_04_v5.1	553240	556853	+	3614	320	300	20	3689
Tb927.4.2150	Tb927_04_v5.1	556992	557644	+	653	24	19	5	129
Tb927.4.2160	Tb927_04_v5.1	557759	558910	+	1152	212	143	69	226
Tb927.4.2170	Tb927_04_v5.1	559014	560459	+	1446	378	295	83	584
Tb927.4.2180	Tb927_04_v5.1	560586	563367	+	2782	41	34	7	660
Tb927.4.2190	Tb927_04_v5.1	561416	565371	+	3956	88	61	27	301
Tb927.4.2200	Tb927_04_v5.1	566222	571468	+	5247	1615	1087	528	3865
Tb927.4.2210	Tb927_04_v5.1	571795	574488	+	2694	1339	1207	132	7338
Tb927.4.2220	Tb927_04_v5.1	574657	578772	+	4116	1532	1211	321	2478
Tb927.4.2230	Tb927_04_v5.1	579334	581038	+	1705	825	654	171	2455
Tb927.4.2240	Tb927_04_v5.1	581325	583058	+	1734	1049	882	167	3986
Tb927.4.2250	Tb927_04_v5.1	583275	584489	+	1215	155	147	8	1201
Tb927.4.2260	Tb927_04_v5.1	585008	585799	+	792	352	265	87	443
Tb4.NT.19	Tb927_04_v5.1	586506	586874	+	369	344	251	93	408
Tb927.4.2265	Tb927_04_v5.1	587010	588668	+	1659	132	65	67	225
Tb927.4.2270	Tb927_04_v5.1	591611	593090	+	1480	487	369	118	1452
Tb927.4.2280	Tb927_04_v5.1	593218	595098	+	1881	825	635	190	1625
Tb927.4.2290	Tb927_04_v5.1	595258	597069	+	1812	503	446	57	2475
Tb927.4.2300	Tb927_04_v5.1	597683	599869	+	2187	583	454	129	1172
Tb927.4.2310	Tb927_04_v5.1	601228	604163	+	2936	558	471	87	1019
Tb927.4.2320	Tb927_04_v5.1	604337	605700	+	1364	574	514	60	1041
Tb927.4.2330	Tb927_04_v5.1	605856	606350	+	495	315	191	124	632
Tb927.4.2340	Tb927_04_v5.1	606845	608433	+	1589	259	238	21	577
Tb927.4.2350	Tb927_04_v5.1	608674	610069	+	1396	448	340	108	531
Tb927.4.2360	Tb927_04_v5.1	610188	611156	+	969	130	120	10	506
Tb927.4.2370	Tb927_04_v5.1	611643	613375	+	1733	915	694	221	1659
Tb927.4.2380	Tb927_04_v5.1	613740	615705	+	1966	214	184	30	1227
Tb927.4.2390	Tb927_04_v5.1	616426	618833	+	2408	853	644	209	1520
Tb927.4.2400	Tb927_04_v5.1	619190	623970	+	4781	1705	1324	381	4380
Tb927.4.2410	Tb927_04_v5.1	624159	628051	+	3893	818	599	219	1564
Tb927.4.2420	Tb927_04_v5.1	630638	631656	+	1019	410	301	109	492
Tb927.4.2430	Tb927_04_v5.1	631443	634558	+	3116	367	295	72	2908
Tb927.4.2440	Tb927_04_v5.1	634720	636498	+	1779	872	557	315	3860
Tb927.4.2450	Tb927_04_v5.1	636609	638329	+	1721	458	376	82	1282
Tb927.4.2460	Tb927_04_v5.1	638931	645884	+	6954	2454	2038	416	5677
Tb927.4.2470	Tb927_04_v5.1	646285	650555	+	4271	1531	1111	420	3090
Tb927.4.2480	Tb927_04_v5.1	650717	652726	+	2010	1080	946	134	2188
Tb927.4.2490	Tb927_04_v5.1	652828	654305	+	1478	796	620	176	1237
Tb927.4.2500	Tb927_04_v5.1	654774	660863	+	6090	2050	1749	301	4605
Tb927.4.2510	Tb927_04_v5.1	661612	666501	+	4890	1573	1027	546	6578
Tb927.4.2520	Tb927_04_v5.1	666618	667576	+	959	624	435	189	735
Tb927.4.2530	Tb927_04_v5.1	667723	669051	+	1329	409	244	165	728
Tb927.4.2540	Tb927_04_v5.1	669891	670747	+	857	86	68	18	474
Tb927.4.2550	Tb927_04_v5.1	671134	672335	+	1202	952	760	192	2622
Tb927.4.2560	Tb927_04_v5.1	672466	674572	+	2107	665	368	297	727
Tb927.4.2570	Tb927_04_v5.1	675643	677027	+	1385	309	271	38	1107
Tb927.4.2580	Tb927_04_v5.1	677585	680683	+	3099	966	848	118	2881
Tb927.4.2590	Tb927_04_v5.1	681453	686249	+	4797	792	555	237	1711
Tb927.4.2600	Tb927_04_v5.1	687034	691960	+	4927	1850	1230	620	4416
Tb927.4.2610	Tb927_04_v5.1	692077	692665	+	589	21	17	4	22
Tb927.4.2620	Tb927_04_v5.1	693254	694009	+	756	151	131	20	263
Tb927.4.2630	Tb927_04_v5.1	694709	697764	+	3056	189	160	29	861
Tb927.4.2640	Tb927_04_v5.1	697890	702269	+	4380	670	615	55	3950
Tb927.4.2650	Tb927_04_v5.1	702625	705946	+	3322	669	498	171	1637
Tb927.4.2660	Tb927_04_v5.1	706493	707224	+	732	116	109	7	533
Tb927.4.2670	Tb927_04_v5.1	707329	708515	+	1187	310	242	68	470
Tb927.4.2680	Tb927_04_v5.1	708681	711657	+	2977	1565	1131	434	3089
Tb4.NT.21	Tb927_04_v5.1	712190	712420	+	231	18	15	3	112
Tb927.4.2700	Tb927_04_v5.1	712505	714870	+	2366	603	476	127	1157
Tb927.4.2710	Tb927_04_v5.1	714980	715634	+	655	662	511	151	1334
Tb927.4.2720	Tb927_04_v5.1	716416	719149	+	2734	565	346	219	1231
Tb927.4.2730	Tb927_04_v5.1	719265	723016	+	3752	745	645	100	4857
Tb927.4.2740	Tb927_04_v5.1	722919	723868	+	950	156	120	36	179
Tb927.4.2750	Tb927_04_v5.1	726114	729238	+	3125	2121	1451	670	4243
Tb927.4.2760	Tb927_04_v5.1	731104	733756	+	2653	402	338	64	2742
Tb927.4.2770	Tb927_04_v5.1	734160	735477	+	1318	658	454	204	5182
Tb927.4.2780	Tb927_04_v5.1	735828	738520	+	2693	2319	1370	949	4182
Tb927.4.2790	Tb927_04_v5.1	738729	740673	+	1945	1442	806	636	1810
Tb927.4.2800	Tb927_04_v5.1	740935	742477	+	1543	980	790	190	3707
Tb927.4.2810	Tb927_04_v5.1	742669	743577	+	909	98	93	5	1319
Tb927.4.2820	Tb927_04_v5.1	745030	748529	+	3500	1067	858	209	6888
Tb927.4.2830	Tb927_04_v5.1	749373	750148	+	776	598	427	171	1097
Tb927.4.2840	Tb927_04_v5.1	750447	751239	+	793	91	55	36	94
Tb927.4.2850	Tb927_04_v5.1	752354	755011	+	2658	983	688	295	2739
Tb927.4.2860	Tb927_04_v5.1	755214	756492	+	1279	143	132	11	250
Tb927.4.2870	Tb927_04_v5.1	756607	758101	+	1495	498	336	162	1179
Tb927.4.2880	Tb927_04_v5.1	758218	764504	+	6287	488	443	45	2726
Tb927.4.2890	Tb927_04_v5.1	765039	767929	+	2891	682	564	118	1190
Tb927.4.2900	Tb927_04_v5.1	768055	771193	+	3139	727	459	268	1409
Tb927.4.2910	Tb927_04_v5.1	771372	773406	+	2035	1607	1049	558	7633
Tb927.4.2920	Tb927_04_v5.1	774722	778078	+	3357	975	811	164	3800
Tb927.4.2930	Tb927_04_v5.1	778502	779629	+	1128	1073	641	432	1825
Tb927.4.2935	Tb927_04_v5.1	779760	780247	+	488	111	59	52	118
Tb927.4.2940	Tb927_04_v5.1	781118	782159	+	1042	47	41	6	379
Tb927.4.2950	Tb927_04_v5.1	782454	785352	+	2899	295	211	84	669
Tb927.4.2960	Tb927_04_v5.1	786659	787101	+	443	24	17	7	25
Tb927.4.2970	Tb927_04_v5.1	788013	789918	+	1906	253	199	54	586
Tb927.4.2980	Tb927_04_v5.1	789397	790838	+	1442	147	120	27	234
Tb927.4.2990	Tb927_04_v5.1	791170	795088	+	3919	665	424	241	1207
Tb927.4.3000	Tb927_04_v5.1	795583	797394	+	1812	475	363	112	741
Tb927.4.3010	Tb927_04_v5.1	797295	798154	+	860	159	90	69	173
Tb927.4.3020	Tb927_04_v5.1	798455	802879	+	4425	1619	1334	285	2275
Tb927.4.3030	Tb927_04_v5.1	803279	804870	+	1592	227	199	28	469
Tb927.4.3040	Tb927_04_v5.1	804976	805749	+	774	74	60	14	318
Tb927.4.3050	Tb927_04_v5.1	807155	809812	+	2658	362	302	60	513
Tb927.4.3060	Tb927_04_v5.1	809811	810522	+	712	197	193	4	362
Tb927.4.3070	Tb927_04_v5.1	812154	814115	+	1962	361	294	67	1153
Tb927.4.3080	Tb927_04_v5.1	814245	815021	+	777	123	112	11	138
Tb927.4.3090	Tb927_04_v5.1	815195	816757	+	1563	341	318	23	641
Tb927.4.3100	Tb927_04_v5.1	816881	818428	+	1548	501	400	101	622
Tb927.4.3110	Tb927_04_v5.1	818602	819906	+	1305	417	343	74	1379
Tb927.4.3120	Tb927_04_v5.1	820240	823973	+	3734	664	579	85	1757
Tb927.4.3130	Tb927_04_v5.1	824140	825085	+	946	174	165	9	389
Tb927.4.3140	Tb927_04_v5.1	825683	827359	+	1677	1079	806	273	1516
Tb927.4.3150	Tb927_04_v5.1	827634	829627	+	1994	2588	1704	884	4580
Tb927.4.3160	Tb927_04_v5.1	829709	834537	+	4829	1906	1377	529	3061
Tb927.4.3170	Tb927_04_v5.1	835004	838517	+	3514	1576	1009	567	3123
Tb927.4.3180	Tb927_04_v5.1	839368	840021	+	654	544	302	242	612
Tb927.4.3190	Tb927_04_v5.1	840569	841358	+	790	190	157	33	1242
Tb927.4.3193	Tb927_04_v5.1	842652	842725	-	74	34	27	7	64
Tb927.4.3196	Tb927_04_v5.1	842789	842868	-	80	26	23	3	60
Tb927.4.3199	Tb927_04_v5.1	842927	842999	-	73	36	33	3	45
Tb927.4.3200	Tb927_04_v5.1	847180	848109	-	930	414	303	111	1500
Tb927.4.3210	Tb927_04_v5.1	848255	849439	-	1185	685	469	216	4682
Tb927.4.3220	Tb927_04_v5.1	849729	850658	-	930	493	401	92	2555
Tb927.4.3230	Tb927_04_v5.1	850780	851976	-	1197	839	536	303	1322
Tb927.4.3240	Tb927_04_v5.1	852260	853204	-	945	306	244	62	1604
Tb927.4.3250	Tb927_04_v5.1	853338	854525	-	1188	188	165	23	281
Tb927.4.3260	Tb927_04_v5.1	854814	855740	-	927	92	78	14	115
Tb927.4.3270	Tb927_04_v5.1	855871	856980	-	1110	310	255	55	1111
Tb927.4.3280	Tb927_04_v5.1	857093	858325	-	1233	467	438	29	898
Tb927.4.3290	Tb927_04_v5.1	858436	859729	-	1294	586	321	265	709
Tb927.4.3292	Tb927_04_v5.1	860615	860686	-	72	177	153	24	646
Tb927.4.3294	Tb927_04_v5.1	860774	860846	+	73	262	148	114	867
Tb927.4.3296	Tb927_04_v5.1	860890	860970	-	81	157	52	105	190
Tb927.4.3298	Tb927_04_v5.1	861087	861160	+	74	88	75	13	161
Tb927.4.3300	Tb927_04_v5.1	862352	864705	-	2354	529	393	136	1944
Tb927.4.3310	Tb927_04_v5.1	865213	867253	-	2041	293	268	25	3431
Tb927.4.3320	Tb927_04_v5.1	869311	870178	-	868	53	36	17	123
Tb927.4.3330	Tb927_04_v5.1	870634	871583	-	950	253	176	77	420
Tb927.4.3340	Tb927_04_v5.1	871774	873651	-	1878	365	317	48	2340
Tb927.4.3350	Tb927_04_v5.1	873772	876191	-	2420	997	751	246	1924
Tb927.4.3360	Tb927_04_v5.1	876414	878038	-	1625	273	193	80	2638
Tb927.4.3370	Tb927_04_v5.1	878204	879541	-	1338	152	115	37	332
Tb927.4.3380	Tb927_04_v5.1	880014	883625	-	3612	952	761	191	3254
Tb927.4.3390	Tb927_04_v5.1	883800	886227	-	2428	547	501	46	1481
Tb927.4.3400	Tb927_04_v5.1	886554	888487	-	1934	692	536	156	1324
Tb927.4.3410	Tb927_04_v5.1	888929	891819	-	2891	1617	1267	350	4722
Tb927.4.3420	Tb927_04_v5.1	892337	894355	-	2019	1016	696	320	1379
Tb927.4.3430	Tb927_04_v5.1	894518	895281	-	764	492	384	108	612
Tb927.4.3440	Tb927_04_v5.1	895475	897253	-	1779	735	626	109	1679
Tb927.4.3450	Tb927_04_v5.1	897378	898373	-	996	313	288	25	536
Tb927.4.3460	Tb927_04_v5.1	898572	899526	-	955	203	180	23	346
Tb927.4.3470	Tb927_04_v5.1	899833	901815	-	1983	1213	854	359	1802
Tb927.4.3480	Tb927_04_v5.1	901947	903189	-	1243	818	685	133	2375
Tb927.4.3490	Tb927_04_v5.1	903284	903856	-	573	124	93	31	162
Tb927.4.3500	Tb927_04_v5.1	904071	905164	-	1094	701	549	152	3385
Tb927.4.3510	Tb927_04_v5.1	905259	905831	-	573	145	127	18	217
Tb927.4.3520	Tb927_04_v5.1	906430	907025	-	596	121	91	30	131
Tb927.4.3530	Tb927_04_v5.1	907282	909641	-	2360	1783	1193	590	2675
Tb927.4.3540	Tb927_04_v5.1	909780	911451	-	1672	689	508	181	1957
Tb927.4.3550	Tb927_04_v5.1	911650	912468	-	819	1	0	1	1
Tb927.4.3560	Tb927_04_v5.1	913574	914813	-	1240	136	54	82	210
Tb927.4.3570	Tb927_04_v5.1	914992	915818	-	827	570	519	51	1031
Tb927.4.3580	Tb927_04_v5.1	915966	916870	-	905	89	69	20	191
Tb927.4.3590	Tb927_04_v5.1	917049	917875	-	827	549	504	45	978
Tb927.4.3600	Tb927_04_v5.1	918023	918388	-	366	48	24	24	91
Tb927.4.3610	Tb927_04_v5.1	918599	919499	-	901	347	262	85	436
Tb927.4.3620	Tb927_04_v5.1	919807	922778	-	2972	3075	1965	1110	5623
Tb927.4.3630	Tb927_04_v5.1	923649	924699	-	1051	802	613	189	1508
Tb927.4.3640	Tb927_04_v5.1	924864	926620	-	1757	1721	1316	405	2947
Tb927.4.3650	Tb927_04_v5.1	926759	927383	-	625	81	66	15	107
Tb927.4.3660	Tb927_04_v5.1	928185	929743	-	1559	103	99	4	1666
Tb927.4.3670	Tb927_04_v5.1	929918	931583	-	1666	726	603	123	1628
Tb927.4.3680	Tb927_04_v5.1	931755	932598	-	844	415	307	108	492
Tb927.4.3690	Tb927_04_v5.1	932834	934209	-	1376	442	320	122	1179
Tb927.4.3700	Tb927_04_v5.1	934313	937085	-	2773	1586	1087	499	4013
Tb927.4.3710	Tb927_04_v5.1	937215	937799	-	585	200	114	86	219
Tb927.4.3720	Tb927_04_v5.1	938073	938767	-	695	301	113	188	343
Tb927.4.3730	Tb927_04_v5.1	938889	939535	-	647	593	485	108	918
Tb927.4.3740	Tb927_04_v5.1	940041	945234	-	5194	528	446	82	928
Tb927.4.3750	Tb927_04_v5.1	972197	980531	+	8335	4143	2835	1308	8631
Tb927.4.3760	Tb927_04_v5.1	981053	983334	-	2282	366	273	93	472
Tb927.4.3770	Tb927_04_v5.1	986478	988085	-	1608	307	202	105	380
Tb927.4.3780	Tb927_04_v5.1	989012	990255	-	1244	66	36	30	178
Tb927.4.3790	Tb927_04_v5.1	990552	992157	-	1606	837	523	314	2029
Tb927.4.3800	Tb927_04_v5.1	993461	994440	-	980	149	118	31	621
Tb927.4.3810	Tb927_04_v5.1	994756	998441	-	3686	394	356	38	2191
