# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003742.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003742.1.all.q/CM03_E_G1_S4/counts.txt" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam
Tb927.9.12100	Tb927_09_v5.1	1892569	1893986	+	1418	3906	2806	1100	9926
Tb927.9.12110	Tb927_09_v5.1	1894196	1895814	+	1619	1230	1070	160	2336
Tb927.9.12140	Tb927_09_v5.1	1896803	1898535	+	1733	5201	2952	2249	13667
Tb927.9.12150	Tb927_09_v5.1	1898648	1899764	+	1117	753	563	190	1129
Tb927.9.12160	Tb927_09_v5.1	1899989	1902027	+	2039	1579	904	675	4250
Tb927.9.12170	Tb927_09_v5.1	1902175	1907585	+	5411	1543	1255	288	12528
Tb927.9.12200	Tb927_09_v5.1	1907542	1908277	+	736	14	14	0	147
Tb927.9.12240	Tb927_09_v5.1	1908444	1909096	+	653	139	132	7	1552
Tb927.9.12280	Tb927_09_v5.1	1909327	1910158	+	832	199	145	54	397
Tb927.9.12290	Tb927_09_v5.1	1910292	1911494	+	1203	434	283	151	809
Tb927.9.12300	Tb927_09_v5.1	1911763	1913340	+	1578	1090	1005	85	6346
Tb927.9.12310	Tb927_09_v5.1	1913479	1916351	+	2873	2016	1708	308	6447
Tb09_snoRNA_0079	Tb927_09_v5.1	1916734	1916799	+	66	233	113	120	409
Tb927_09_v4.snoRNA.0033	Tb927_09_v5.1	1916854	1917027	+	174	396	284	112	476
Tb927_09_v4.snoRNA.0043	Tb927_09_v5.1	1916974	1917027	+	54	0	0	0	0
Tb927_09_v4.snoRNA.0030	Tb927_09_v5.1	1917060	1917113	+	54	0	0	0	0
Tb927_09_v4.snoRNA.0006	Tb927_09_v5.1	1917061	1917342	+	282	714	595	119	2133
Tb09_snoRNA_0084	Tb927_09_v5.1	1917396	1917461	+	66	37	26	11	37
Tb927_09_v4.snoRNA.0034	Tb927_09_v5.1	1917516	1917689	+	174	161	112	49	181
Tb927_09_v4.snoRNA.0044	Tb927_09_v5.1	1917636	1917689	+	54	0	0	0	0
Tb927_09_v4.snoRNA.0031	Tb927_09_v5.1	1917722	1917775	+	54	1	1	0	1
Tb927_09_v4.snoRNA.0007	Tb927_09_v5.1	1917723	1918004	+	282	547	447	100	1921
Tb09_snoRNA_0089	Tb927_09_v5.1	1918058	1918123	+	66	30	22	8	42
Tb927_09_v4.snoRNA.0035	Tb927_09_v5.1	1918178	1918351	+	174	178	123	55	189
Tb927_09_v4.snoRNA.0045	Tb927_09_v5.1	1918298	1918351	+	54	0	0	0	0
Tb927_09_v4.snoRNA.0032	Tb927_09_v5.1	1918384	1918437	+	54	106	96	10	127
Tb927_09_v4.snoRNA.0008	Tb927_09_v5.1	1918613	1918666	+	54	182	159	23	285
Tb927.9.12320	Tb927_09_v5.1	1918837	1920844	+	2008	3027	2484	543	6841
Tb927.9.12330	Tb927_09_v5.1	1921432	1922121	+	690	7	6	1	60
Tb9.NT.68	Tb927_09_v5.1	1922507	1922793	+	287	299	277	22	882
Tb927.9.12340	Tb927_09_v5.1	1922908	1925148	+	2241	1540	1217	323	2812
Tb927.9.12360	Tb927_09_v5.1	1927308	1931944	+	4637	3273	2606	667	8328
Tb927.9.12380	Tb927_09_v5.1	1933502	1935113	+	1612	1066	764	302	2909
Tb927.9.12390	Tb927_09_v5.1	1935540	1936309	+	770	713	364	349	956
Tb927.9.12400	Tb927_09_v5.1	1937325	1943793	+	6469	4956	3678	1278	14335
Tb927.9.12430	Tb927_09_v5.1	1943590	1944331	+	742	223	216	7	3119
Tb927.9.12440	Tb927_09_v5.1	1944831	1945665	+	835	1590	1152	438	3778
Tb927.9.12450	Tb927_09_v5.1	1945859	1947261	+	1403	1122	837	285	3205
Tb927.9.12470	Tb927_09_v5.1	1948033	1949170	+	1138	1467	1283	184	4802
Tb927.9.12480	Tb927_09_v5.1	1949981	1950495	+	515	537	459	78	1172
Tb927.9.12490	Tb927_09_v5.1	1951118	1955671	+	4554	2876	2096	780	6213
Tb927.9.12500	Tb927_09_v5.1	1956324	1958737	+	2414	838	693	145	7614
Tb927.9.12510	Tb927_09_v5.1	1959267	1961544	+	2278	882	669	213	2193
Tb927.9.12530	Tb927_09_v5.1	1964736	1966501	+	1766	2455	1175	1280	3851
Tb927_09_v4.snoRNA.0048	Tb927_09_v5.1	1966976	1967044	+	69	69	38	31	95
Tb927_09_v4.snoRNA.0089	Tb927_09_v5.1	1967187	1967318	+	132	135	120	15	220
Tb927_09_v4.snoRNA.0017	Tb927_09_v5.1	1967311	1967565	+	255	255	194	61	515
Tb927_09_v4.snoRNA.0115	Tb927_09_v5.1	1967517	1967579	+	63	9	7	2	12
Tb927_09_v4.snoRNA.0001	Tb927_09_v5.1	1968053	1968055	+	3	62	54	8	85
Tb927.9.12550	Tb927_09_v5.1	1968080	1970284	+	2205	1580	1289	291	3294
Tb927_09_v4.snoRNA.0095	Tb927_09_v5.1	1970479	1970481	+	3	59	48	11	103
Tb927_09_v4.snoRNA.0049	Tb927_09_v5.1	1970594	1970620	+	27	123	113	10	198
Tb927_09_v4.snoRNA.0091	Tb927_09_v5.1	1970763	1970894	+	132	136	117	19	212
Tb927_09_v4.snoRNA.0018	Tb927_09_v5.1	1970887	1971141	+	255	144	126	18	974
Tb927_09_v4.snoRNA.0120	Tb927_09_v5.1	1971093	1971317	+	225	380	330	50	657
Tb927_09_v4.snoRNA.0002	Tb927_09_v5.1	1971629	1971631	+	3	26	23	3	26
Tb927.9.12570	Tb927_09_v5.1	1971656	1973862	+	2207	1484	1252	232	3294
Tb927_09_v4.snoRNA.0096	Tb927_09_v5.1	1974057	1974059	+	3	43	34	9	97
Tb927_09_v4.snoRNA.0050	Tb927_09_v5.1	1974172	1974198	+	27	92	84	8	122
Tb927_09_v4.snoRNA.0090	Tb927_09_v5.1	1974341	1974472	+	132	175	157	18	254
Tb927_09_v4.snoRNA.0019	Tb927_09_v5.1	1974465	1974719	+	255	257	197	60	479
Tb927_09_v4.snoRNA.0116	Tb927_09_v5.1	1974671	1974733	+	63	21	17	4	23
Tb927_09_v4.snoRNA.0003	Tb927_09_v5.1	1975207	1975209	+	3	86	81	5	166
Tb927.9.12590	Tb927_09_v5.1	1975234	1977375	+	2142	1410	1178	232	3156
Tb927_09_v4.snoRNA.0097	Tb927_09_v5.1	1977632	1977634	+	3	71	62	9	110
Tb927_09_v4.snoRNA.0051	Tb927_09_v5.1	1977705	1977773	+	69	130	122	8	157
Tb927_09_v4.snoRNA.0092	Tb927_09_v5.1	1977916	1978047	+	132	95	89	6	168
Tb927_09_v4.snoRNA.0020	Tb927_09_v5.1	1978040	1978294	+	255	283	224	59	339
Tb927_09_v4.snoRNA.0117	Tb927_09_v5.1	1978246	1978308	+	63	18	14	4	21
Tb927_09_v4.snoRNA.0004	Tb927_09_v5.1	1978782	1978784	+	3	30	22	8	67
Tb927.9.12610	Tb927_09_v5.1	1978809	1981016	+	2208	1371	1157	214	3278
Tb927_09_v4.snoRNA.0098	Tb927_09_v5.1	1981211	1981213	+	3	39	28	11	78
Tb927_09_v4.snoRNA.0052	Tb927_09_v5.1	1981284	1981352	+	69	66	63	3	74
Tb927_09_v4.snoRNA.0093	Tb927_09_v5.1	1981495	1981626	+	132	114	98	16	214
Tb927_09_v4.snoRNA.0021	Tb927_09_v5.1	1981619	1981873	+	255	308	253	55	372
Tb927_09_v4.snoRNA.0118	Tb927_09_v5.1	1981825	1981887	+	63	26	14	12	27
Tb927_09_v4.snoRNA.0005	Tb927_09_v5.1	1982361	1982363	+	3	41	36	5	98
Tb927.9.12630	Tb927_09_v5.1	1982388	1984534	+	2147	1481	1271	210	3490
Tb927_09_v4.snoRNA.0099	Tb927_09_v5.1	1984791	1984793	+	3	54	44	10	123
Tb927_09_v4.snoRNA.0053	Tb927_09_v5.1	1984864	1984932	+	69	122	110	12	156
Tb927_09_v4.snoRNA.0094	Tb927_09_v5.1	1985075	1985206	+	132	98	81	17	262
Tb927_09_v4.snoRNA.0022	Tb927_09_v5.1	1985199	1985453	+	255	321	257	64	539
Tb927_09_v4.snoRNA.0119	Tb927_09_v5.1	1985405	1985467	+	63	17	13	4	19
Tb927.9.12650	Tb927_09_v5.1	1985928	1989798	+	3871	2575	2262	313	8171
Tb927.9.12670	Tb927_09_v5.1	1990453	1991828	+	1376	556	532	24	2632
Tb927.9.12680	Tb927_09_v5.1	1992289	1993133	+	845	750	687	63	2031
Tb927.9.12690	Tb927_09_v5.1	1994000	1995699	+	1700	671	563	108	2269
Tb927.9.12700	Tb927_09_v5.1	1995851	1998622	+	2772	3783	2490	1293	8579
Tb927.9.12710	Tb927_09_v5.1	1998809	2000230	+	1422	1962	1665	297	4766
Tb927.9.12720	Tb927_09_v5.1	2000348	2001585	+	1238	763	671	92	2889
Tb927.9.12730	Tb927_09_v5.1	2001905	2004397	+	2493	2179	1361	818	5114
Tb927.9.12740	Tb927_09_v5.1	2004552	2005934	+	1383	1393	1248	145	3709
Tb927.9.12750	Tb927_09_v5.1	2006930	2009218	+	2289	5101	3185	1916	15252
Tb927.9.12770	Tb927_09_v5.1	2009349	2012586	+	3238	4924	3098	1826	9876
Tb927.9.12780	Tb927_09_v5.1	2012907	2016413	+	3507	1623	1415	208	4678
Tb927.9.12790	Tb927_09_v5.1	2016615	2020712	+	4098	3349	2519	830	7370
Tb927.9.12800	Tb927_09_v5.1	2020950	2024574	+	3625	2234	1443	791	6590
Tb927.9.12810	Tb927_09_v5.1	2024709	2026509	+	1801	2297	1637	660	6550
Tb927.9.12820	Tb927_09_v5.1	2026639	2027080	+	442	82	69	13	194
Tb927.9.12830	Tb927_09_v5.1	2027757	2030892	+	3136	3021	2132	889	6183
Tb927.9.12850	Tb927_09_v5.1	2030994	2033014	+	2021	1343	1088	255	2401
Tb927.9.12870	Tb927_09_v5.1	2033136	2033567	+	432	176	157	19	209
Tb927.9.12880	Tb927_09_v5.1	2033843	2035951	+	2109	3052	1928	1124	5405
Tb927.9.12890	Tb927_09_v5.1	2036276	2036995	+	720	806	522	284	1390
Tb927.9.12900	Tb927_09_v5.1	2037158	2039545	+	2388	1326	976	350	4209
Tb927.9.12930	Tb927_09_v5.1	2039690	2041263	+	1574	1727	1207	520	3872
Tb927.9.12950	Tb927_09_v5.1	2041383	2042667	+	1285	812	630	182	1672
Tb927.9.12960	Tb927_09_v5.1	2043188	2045344	+	2157	969	754	215	3629
Tb927.9.12980	Tb927_09_v5.1	2047239	2049473	+	2235	2551	1830	721	6140
Tb927.9.12990	Tb927_09_v5.1	2049600	2054142	+	4543	1035	916	119	2536
Tb927.9.13010	Tb927_09_v5.1	2054247	2056408	+	2162	2967	2322	645	7376
Tb927.9.13020	Tb927_09_v5.1	2056533	2057694	+	1162	887	551	336	1433
Tb927.9.13030	Tb927_09_v5.1	2058733	2060155	+	1423	351	311	40	1376
Tb927.9.13040	Tb927_09_v5.1;Tb927_09_v5.1	2060301;2060414	2061638;2061638	+;+	1338	1238	989	249	6557
Tb927.9.13050	Tb927_09_v5.1	2062454	2066196	+	3743	2246	1803	443	5050
Tb927.9.13060	Tb927_09_v5.1	2066571	2068788	+	2218	492	372	120	1358
Tb927.9.13070	Tb927_09_v5.1	2068993	2070602	+	1610	237	183	54	746
Tb927.9.13100	Tb927_09_v5.1	2070780	2071388	+	609	104	84	20	137
Tb927.9.13110	Tb927_09_v5.1	2071649	2073482	+	1834	1311	1216	95	3726
Tb927.9.13120	Tb927_09_v5.1	2073942	2074700	+	759	2085	1140	945	4264
Tb927.9.13130	Tb927_09_v5.1	2074994	2077190	+	2197	4825	3180	1645	8699
Tb927.9.13140	Tb927_09_v5.1	2077308	2079404	+	2097	2140	1488	652	4415
Tb927.9.13150	Tb927_09_v5.1	2079636	2080698	+	1063	292	239	53	1211
Tb927.9.13160	Tb927_09_v5.1	2080924	2085956	-	5033	3661	2866	795	11797
Tb927.9.13200	Tb927_09_v5.1	2086079	2087036	-	958	684	503	181	1567
Tb09_tRNA_Gly_1	Tb927_09_v5.1	2087749	2087819	+	71	25	18	7	25
Tb927.9.13225	Tb927_09_v5.1	2088549	2089040	-	492	369	250	119	609
Tb927.9.13240	Tb927_09_v5.1	2089464	2091069	-	1606	641	511	130	2198
Tb927.9.13250	Tb927_09_v5.1	2091351	2093444	-	2094	962	621	341	2865
Tb927.9.13280	Tb927_09_v5.1	2093883	2095203	-	1321	298	231	67	2241
Tb927.9.13290	Tb927_09_v5.1	2095334	2096438	-	1105	1190	820	370	3135
Tb927.9.13300	Tb927_09_v5.1;Tb927_09_v5.1	2096609;2096609	2098298;2098324	-;-	1716	1834	1141	693	7261
Tb927.9.13310	Tb927_09_v5.1	2098416	2099090	-	675	334	245	89	1281
Tb927.9.13320	Tb927_09_v5.1	2099555	2101181	-	1627	2452	1417	1035	5795
Tb927.9.13330	Tb927_09_v5.1	2101378	2105304	-	3927	5044	3314	1730	18232
Tb927.9.13340	Tb927_09_v5.1	2105417	2107149	-	1733	2446	1971	475	3756
Tb927.9.13350	Tb927_09_v5.1	2107291	2108495	-	1205	1106	904	202	3306
Tb927.9.13360	Tb927_09_v5.1	2111432	2117516	-	6085	5417	4166	1251	13574
Tb927.9.13380	Tb927_09_v5.1	2117935	2121171	-	3237	2043	1425	618	5625
Tb927.9.13430	Tb927_09_v5.1	2123458	2127309	-	3852	1665	1354	311	10253
Tb927.9.13440	Tb927_09_v5.1	2128239	2133162	-	4924	3686	2666	1020	8648
Tb927.9.13460	Tb927_09_v5.1	2133499	2134102	-	604	1076	905	171	2940
Tb927.9.13470	Tb927_09_v5.1	2134412	2136935	-	2524	2107	1692	415	3989
Tb927.9.13480	Tb927_09_v5.1	2136949	2137891	-	943	1038	827	211	2480
Tb927.9.13490	Tb927_09_v5.1	2137982	2140385	-	2404	2646	2190	456	7089
Tb927.9.13510	Tb927_09_v5.1	2141810	2144118	-	2309	1096	862	234	3056
Tb927.9.13520	Tb927_09_v5.1	2144466	2148056	-	3591	1631	1526	105	5927
Tb927.9.13530	Tb927_09_v5.1	2148463	2149111	-	649	326	203	123	660
Tb927.9.13540	Tb927_09_v5.1	2149221	2150519	-	1299	1225	802	423	4354
Tb927.9.13570	Tb927_09_v5.1	2150876	2153891	-	3016	1522	1103	419	2387
Tb927.9.13580	Tb927_09_v5.1	2154061	2155969	-	1909	853	664	189	1578
Tb927.9.13610	Tb927_09_v5.1	2157606	2162559	-	4954	5743	3547	2196	10135
Tb927.9.13620	Tb927_09_v5.1	2163087	2169481	-	6395	2407	1801	606	6288
Tb927.9.13630	Tb927_09_v5.1	2169593	2171024	-	1432	1093	872	221	1941
Tb927.9.13650	Tb927_09_v5.1	2171161	2171934	-	774	206	193	13	335
Tb927.9.13655	Tb927_09_v5.1	2172037	2172692	-	656	99	96	3	224
Tb927.9.13680	Tb927_09_v5.1	2172884	2173503	-	620	114	113	1	271
Tb927.9.13710	Tb927_09_v5.1	2173610	2174261	-	652	122	116	6	292
Tb927.9.13740	Tb927_09_v5.1	2174400	2175549	-	1150	281	269	12	560
Tb927.9.13770	Tb927_09_v5.1	2175948	2176885	-	938	1181	940	241	2087
Tb927.9.13780	Tb927_09_v5.1	2177114	2178147	-	1034	492	286	206	656
Tb927.9.13785	Tb927_09_v5.1	2178426	2178842	-	417	16	16	0	214
Tb927.9.13795	Tb927_09_v5.1	2178980	2179435	-	456	5	5	0	51
Tb927.9.13820	Tb927_09_v5.1	2179563	2180008	-	446	0	0	0	0
Tb927.9.13860	Tb927_09_v5.1	2180146	2180601	-	456	6	6	0	37
Tb927.9.13920	Tb927_09_v5.1	2180729	2181174	-	446	1	1	0	1
Tb927.9.13970	Tb927_09_v5.1	2181318	2183168	-	1851	3336	2481	855	7914
Tb927.9.13990	Tb927_09_v5.1	2183493	2188127	-	4635	2350	1944	406	6217
Tb927.9.14000	Tb927_09_v5.1	2188849	2189424	-	576	250	247	3	434
Tb927.9.14030	Tb927_09_v5.1	2189565	2192072	-	2508	1704	1552	152	7327
Tb927.9.14040	Tb927_09_v5.1	2192195	2193803	-	1609	1931	1598	333	4630
Tb927.9.14050	Tb927_09_v5.1	2194108	2195895	-	1788	1004	834	170	3032
Tb927.9.14070	Tb927_09_v5.1	2196053	2198041	-	1989	879	786	93	10048
Tb927.9.14080	Tb927_09_v5.1	2199227	2200361	-	1135	1078	873	205	1477
Tb927.9.14100	Tb927_09_v5.1	2201119	2202484	-	1366	939	783	156	2347
Tb927.9.14120	Tb927_09_v5.1	2203304	2206977	-	3674	1392	1217	175	6751
Tb927.9.14130	Tb927_09_v5.1	2206848	2209732	-	2885	3093	2020	1073	10758
Tb927.9.14140	Tb927_09_v5.1	2210215	2211629	-	1415	1169	874	295	2293
Tb927.9.14160	Tb927_09_v5.1	2213001	2214071	-	1071	193	150	43	877
Tb927.9.14170	Tb927_09_v5.1	2213919	2216587	-	2669	1890	1386	504	3881
Tb927.9.14180	Tb927_09_v5.1	2216718	2218113	-	1396	919	655	264	3743
Tb927.9.14190	Tb927_09_v5.1	2218114	2222806	-	4693	7200	4686	2514	16998
Tb927.9.14200	Tb927_09_v5.1	2223485	2224753	-	1269	1018	566	452	1405
Tb927.9.14220	Tb927_09_v5.1	2224877	2227230	-	2354	1645	1458	187	4475
Tb927.9.14230	Tb927_09_v5.1	2228300	2229020	-	721	376	290	86	1141
Tb927.9.14240	Tb927_09_v5.1	2229309	2232047	-	2739	606	561	45	1295
Tb927.9.14260	Tb927_09_v5.1	2232163	2235196	-	3034	2809	2321	488	6444
Tb927.9.14280	Tb927_09_v5.1	2235925	2241247	-	5323	3817	2326	1491	8520
Tb927.9.14290	Tb927_09_v5.1	2241378	2243075	-	1698	369	339	30	1028
Tb927.9.14300	Tb927_09_v5.1	2243206	2245373	-	2168	1158	996	162	2654
Tb927.9.14330	Tb927_09_v5.1	2245479	2248178	-	2700	1134	965	169	3151
Tb927.9.14370	Tb927_09_v5.1	2248319	2248894	-	576	1	0	1	1
Tb927.9.14400	Tb927_09_v5.1	2249998	2251188	-	1191	587	364	223	1630
Tb927.9.14410	Tb927_09_v5.1	2251391	2252619	-	1229	1518	1083	435	10853
Tb927.9.14420	Tb927_09_v5.1	2252786	2254356	-	1571	1450	1100	350	3215
Tb927.9.14430	Tb927_09_v5.1	2254610	2256084	-	1475	1745	1024	721	2216
Tb927.9.14440	Tb927_09_v5.1	2256229	2257316	-	1088	1285	779	506	1957
Tb927.9.14470	Tb927_09_v5.1	2257416	2261007	-	3592	3812	2622	1190	9565
Tb927.9.14480	Tb927_09_v5.1	2261144	2262499	-	1356	278	207	71	330
Tb927.9.14530	Tb927_09_v5.1	2267369	2268361	+	993	1243	1004	239	1888
Tb927.9.14540	Tb927_09_v5.1	2268388	2271812	+	3425	7043	4673	2370	14804
Tb927.9.14570	Tb927_09_v5.1	2276553	2278426	+	1874	3463	1306	2157	7988
Tb927.9.14600	Tb927_09_v5.1	2282953	2285376	+	2424	986	650	336	2152
Tb927.9.14630	Tb927_09_v5.1	2289123	2289248	+	126	513	448	65	1068
Tb927.9.14650	Tb927_09_v5.1	2289698	2293048	+	3351	4947	3531	1416	8174
Tb927.9.14660	Tb927_09_v5.1	2293002	2295119	+	2118	3050	1804	1246	5212
Tb927.9.14670	Tb927_09_v5.1	2295529	2295546	+	18	116	84	32	125
Tb927.9.14680	Tb927_09_v5.1	2296878	2297021	+	144	493	406	87	782
Tb927.9.14690	Tb927_09_v5.1	2298261	2298404	+	144	793	653	140	1286
Tb927.9.14700	Tb927_09_v5.1	2299638	2299781	+	144	891	744	147	1521
Tb927.9.14710	Tb927_09_v5.1	2300996	2301427	+	432	1206	1043	163	1832
Tb927.9.14720	Tb927_09_v5.1	2302442	2302585	+	144	1025	842	183	1803
Tb927.9.14730	Tb927_09_v5.1	2303847	2303990	+	144	763	627	136	1237
Tb927.9.14740	Tb927_09_v5.1	2305255	2305398	+	144	771	657	114	1311
Tb927.9.14750	Tb927_09_v5.1	2306617	2306760	+	144	865	742	123	1502
Tb927.9.14760	Tb927_09_v5.1	2307981	2308124	+	144	737	643	94	1260
Tb927.9.14770	Tb927_09_v5.1	2309349	2309492	+	144	693	601	92	1132
Tb927.9.14780	Tb927_09_v5.1	2310720	2310863	+	144	429	343	86	718
Tb927.9.14790	Tb927_09_v5.1	2312108	2312251	+	144	777	661	116	1265
Tb927.9.14800	Tb927_09_v5.1	2313471	2313629	+	159	713	644	69	1199
Tb927.9.14810	Tb927_09_v5.1	2314880	2315023	+	144	580	501	79	1020
Tb927.9.14820	Tb927_09_v5.1	2316274	2316417	+	144	733	634	99	1227
Tb927.9.14830	Tb927_09_v5.1	2317650	2317793	+	144	836	726	110	1426
Tb927.9.14840	Tb927_09_v5.1	2319011	2319154	+	144	573	500	73	1000
Tb927.9.14850	Tb927_09_v5.1	2320427	2320570	+	144	814	691	123	1345
Tb927.9.14860	Tb927_09_v5.1	2321791	2321934	+	144	919	775	144	1629
Tb927.9.14870	Tb927_09_v5.1	2323148	2323291	+	144	548	456	92	942
Tb927.9.14880	Tb927_09_v5.1	2324555	2324698	+	144	782	659	123	1296
Tb927.9.14890	Tb927_09_v5.1	2325938	2326081	+	144	738	640	98	1242
Tb927.9.14900	Tb927_09_v5.1	2327300	2327443	+	144	707	604	103	1175
Tb927.9.14910	Tb927_09_v5.1	2328681	2328839	+	159	740	688	52	1185
Tb927.9.14920	Tb927_09_v5.1	2330078	2330221	+	144	856	730	126	1446
Tb927.9.14930	Tb927_09_v5.1	2331412	2331528	+	117	552	449	103	1218
Tb927.9.14940	Tb927_09_v5.1	2336966	2339495	-	2530	2130	1537	593	4970
Tb927.9.14990	Tb927_09_v5.1	2341447	2342137	+	691	99	50	49	124
Tb927.9.15000	Tb927_09_v5.1	2342248	2343224	+	977	828	391	437	938
Tb927.9.15010	Tb927_09_v5.1	2343266	2343979	+	714	895	516	379	1510
Tb927.9.15020	Tb927_09_v5.1;Tb927_09_v5.1	2344041;2345168	2346129;2346129	+;+	2089	1029	780	249	3150
Tb927.9.15030	Tb927_09_v5.1	2346248	2347865	+	1618	1995	1586	409	8326
Tb927.9.15040	Tb927_09_v5.1	2348083	2348949	+	867	1456	1157	299	3605
Tb927.9.15050	Tb927_09_v5.1	2349136	2350559	+	1424	58	50	8	211
Tb927.9.15060	Tb927_09_v5.1	2350792	2351596	+	805	170	151	19	1639
Tb927.9.15070	Tb927_09_v5.1	2352052	2355001	+	2950	3808	2962	846	7332
Tb927.9.15080	Tb927_09_v5.1	2355234	2355987	+	754	508	415	93	712
Tb927.9.15090	Tb927_09_v5.1	2356115	2357253	+	1139	1173	573	600	2050
Tb927.9.15100	Tb927_09_v5.1	2357402	2358796	+	1395	1239	1044	195	3071
Tb927.9.15110	Tb927_09_v5.1	2359090	2360206	+	1117	18	16	2	149
Tb927.9.15170	Tb927_09_v5.1	2360382	2361402	+	1021	39	32	7	107
Tb927.9.15190	Tb927_09_v5.1	2361556	2362285	+	730	19	16	3	109
Tb927.9.15210	Tb927_09_v5.1	2362505	2362919	+	415	29	2	27	37
Tb927.9.15230	Tb927_09_v5.1	2363103	2365168	+	2066	2254	1514	740	5376
Tb927.9.15240	Tb927_09_v5.1	2365561	2366344	+	784	857	611	246	1058
Tb927.9.15260	Tb927_09_v5.1	2367234	2368632	+	1399	1428	1157	271	4456
Tb927.9.15270	Tb927_09_v5.1	2368768	2370415	+	1648	471	366	105	1536
Tb927.9.15290	Tb927_09_v5.1	2370925	2375128	+	4204	4576	3097	1479	8598
Tb927.9.15320	Tb927_09_v5.1	2376188	2378357	+	2170	842	736	106	5435
Tb927.9.15330	Tb927_09_v5.1	2378596	2381504	+	2909	837	710	127	1684
Tb927.9.15350	Tb927_09_v5.1	2381771	2383918	+	2148	522	344	178	1539
Tb927.9.15360	Tb927_09_v5.1	2384322	2385205	+	884	281	254	27	503
Tb927.9.15380	Tb927_09_v5.1	2385699	2389195	+	3497	956	803	153	2088
Tb927.9.15400	Tb927_09_v5.1	2389353	2398792	+	9440	7691	5128	2563	16182
Tb927.9.15420	Tb927_09_v5.1	2399652	2400460	+	809	94	88	6	102
Tb927.9.15450	Tb927_09_v5.1	2400978	2403793	+	2816	2516	1751	765	5094
Tb927.9.15460	Tb927_09_v5.1	2403896	2408915	+	5020	2957	2147	810	5503
Tb927.9.15470	Tb927_09_v5.1	2409432	2412243	+	2812	2376	1908	468	12957
Tb927.9.15480	Tb927_09_v5.1	2413055	2415920	+	2866	1417	1051	366	3440
Tb927.9.15490	Tb927_09_v5.1	2416134	2417710	+	1577	618	566	52	2693
Tb927.9.15510	Tb927_09_v5.1	2420500	2421926	+	1427	1938	1655	283	4517
Tb927.9.15520	Tb927_09_v5.1	2422401	2423239	+	839	1447	922	525	3067
Tb927.9.15530	Tb927_09_v5.1	2424196	2425520	+	1325	1857	1354	503	3777
Tb927.9.15540	Tb927_09_v5.1	2425995	2427411	+	1417	1482	1233	249	7735
Tb927.9.15550	Tb927_09_v5.1	2427886	2429299	+	1414	948	736	212	1912
Tb927.9.15560	Tb927_09_v5.1	2429773	2431079	+	1307	2655	1429	1226	3746
Tb927.9.15570	Tb927_09_v5.1	2431554	2432931	+	1378	1434	1188	246	2611
Tb927.9.15580	Tb927_09_v5.1	2433406	2434718	+	1313	954	709	245	1310
Tb927.9.15590	Tb927_09_v5.1	2435193	2436658	+	1466	1678	1379	299	3968
Tb927.9.15600	Tb927_09_v5.1	2437133	2438454	+	1322	1323	989	334	3328
Tb927.9.15610	Tb927_09_v5.1	2438929	2440250	+	1322	1860	1385	475	4885
Tb927.9.15620	Tb927_09_v5.1	2440725	2442025	+	1301	437	397	40	2089
Tb927.9.15630	Tb927_09_v5.1	2442500	2443823	+	1324	1047	926	121	4278
Tb927.9.15640	Tb927_09_v5.1	2444298	2445608	+	1311	1715	1267	448	4825
Tb927.9.15650	Tb927_09_v5.1	2446252	2447973	+	1722	1291	972	319	5272
Tb927.9.15660	Tb927_09_v5.1	2448922	2456758	+	7837	2159	1753	406	3854
Tb927.9.15680	Tb927_09_v5.1	2457066	2458306	+	1241	303	206	97	376
Tb927.9.15700	Tb927_09_v5.1	2458711	2462666	+	3956	1599	1282	317	5424
Tb927.9.15710	Tb927_09_v5.1	2469682	2471122	+	1441	402	283	119	964
Tb927.9.15720	Tb927_09_v5.1	2471131	2474671	+	3541	3323	2271	1052	5870
Tb927.9.15730	Tb927_09_v5.1	2478135	2479575	+	1441	636	531	105	1276
Tb927.9.15740	Tb927_09_v5.1	2480111	2480758	-	648	213	167	46	384
Tb927.9.15750	Tb927_09_v5.1	2481838	2483128	+	1291	1804	1277	527	4875
Tb927.9.15760	Tb927_09_v5.1	2486603	2488052	+	1450	1040	844	196	2941
Tb927.9.15770	Tb927_09_v5.1	2488593	2489240	-	648	454	320	134	637
Tb927.9.15780	Tb927_09_v5.1	2490320	2491610	+	1291	1562	1139	423	4485
Tb927.9.15790	Tb927_09_v5.1	2493402	2496521	+	3120	3057	2473	584	6258
