# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003739.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/counts.txt" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam
Tb927.7.2770	Tb927_07_v5.1	720531	722027	+	1497	412	286	126	607
Tb927.7.2780	Tb927_07_v5.1	722168	722857	+	690	110	89	21	249
Tb7.NT.24	Tb927_07_v5.1	723052	723437	+	386	627	574	53	1104
Tb927.7.2790	Tb927_07_v5.1	723539	725906	+	2368	2184	1281	903	5059
Tb927.7.2800	Tb927_07_v5.1	726035	727530	+	1496	96	93	3	2139
Tb927.7.2810	Tb927_07_v5.1	727621	728733	+	1113	189	167	22	1094
Tb927.7.2820	Tb927_07_v5.1	728916	729625	+	710	330	309	21	857
Tb927.7.2830	Tb927_07_v5.1	729826	730534	+	709	325	299	26	887
Tb927.7.2840	Tb927_07_v5.1	730735	731380	+	646	389	326	63	1074
Tb927.7.2850	Tb927_07_v5.1	731645	732353	+	709	475	443	32	1146
Tb927.7.2860	Tb927_07_v5.1	732554	733199	+	646	428	353	75	1045
Tb927.7.2870	Tb927_07_v5.1	733464	734172	+	709	355	333	22	858
Tb927.7.2880	Tb927_07_v5.1	734373	735017	+	645	296	266	30	629
Tb927.7.2890	Tb927_07_v5.1	735282	735927	+	646	374	312	62	1048
Tb927.7.2900	Tb927_07_v5.1	736192	736900	+	709	381	351	30	1039
Tb927.7.2910	Tb927_07_v5.1	737101	737745	+	645	341	313	28	975
Tb927.7.2920	Tb927_07_v5.1	738010	738653	+	644	730	615	115	2948
Tb927.7.2930	Tb927_07_v5.1	738918	739562	+	645	466	433	33	1371
Tb927.7.2940	Tb927_07_v5.1	739827	740536	+	710	209	188	21	358
Tb927.7.2950	Tb927_07_v5.1	740633	742648	+	2016	1546	1037	509	2067
Tb927.7.2960	Tb927_07_v5.1	742798	744434	+	1637	542	384	158	664
Tb927.7.2970	Tb927_07_v5.1	744572	748306	+	3735	1180	970	210	3737
Tb927.7.2980	Tb927_07_v5.1	748485	749775	+	1291	352	305	47	412
Tb927.7.2985	Tb927_07_v5.1	749923	750442	+	520	40	36	4	47
Tb927.7.2990	Tb927_07_v5.1	750589	751721	+	1133	343	268	75	479
Tb927.7.3000	Tb927_07_v5.1	752112	757423	+	5312	3530	2587	943	8620
Tb927.7.3010	Tb927_07_v5.1	758654	761041	+	2388	1550	818	732	4300
Tb927.7.3020	Tb927_07_v5.1	761162	762449	+	1288	240	181	59	711
Tb927.7.3025	Tb927_07_v5.1	762592	763074	+	483	13	11	2	13
Tb927.7.3030	Tb927_07_v5.1	763255	764387	+	1133	330	263	67	451
Tb927.7.3040	Tb927_07_v5.1	764778	769682	+	4905	1973	1447	526	4515
Tb927.7.3050	Tb927_07_v5.1	769986	773585	+	3600	166	127	39	581
Tb927.7.3060	Tb927_07_v5.1	774253	775953	+	1701	673	405	268	985
Tb927.7.3070	Tb927_07_v5.1	776187	778457	+	2271	1271	996	275	3756
Tb927.7.3080	Tb927_07_v5.1	779136	780456	+	1321	171	125	46	416
Tb927.7.3090	Tb927_07_v5.1	780873	785861	+	4989	1262	995	267	3405
Tb927.7.3100	Tb927_07_v5.1	786181	788016	+	1836	909	661	248	1868
Tb927.7.3110	Tb927_07_v5.1	788382	790851	+	2470	409	385	24	1154
Tb927.7.3120	Tb927_07_v5.1	792131	792966	+	836	428	396	32	797
Tb927.7.3130	Tb927_07_v5.1	793254	796484	+	3231	5286	2233	3053	11510
Tb927.7.3140	Tb927_07_v5.1	797039	798279	+	1241	750	601	149	4135
Tb927.7.3150	Tb927_07_v5.1	798406	801785	+	3380	1022	795	227	2089
Tb927.7.3160	Tb927_07_v5.1	801867	818172	+	16306	6070	4471	1599	13438
Tb927.7.3170	Tb927_07_v5.1	818320	820052	+	1733	288	258	30	697
Tb927.7.3180	Tb927_07_v5.1	820163	821472	+	1310	744	551	193	1883
Tb927.7.3190	Tb927_07_v5.1	822077	824003	+	1927	395	248	147	1067
Tb927.7.3200	Tb927_07_v5.1	824874	826041	+	1168	977	870	107	2216
Tb927.7.3210	Tb927_07_v5.1	826264	828248	+	1985	953	803	150	3047
Tb927.7.3220	Tb927_07_v5.1	830176	830861	+	686	570	481	89	815
Tb927.7.3230	Tb927_07_v5.1	831283	834019	+	2737	571	450	121	715
Tb927.7.3240	Tb927_07_v5.1	834280	834881	+	602	416	252	164	1596
Tb927.7.3250	Tb927_07_v5.1	836034	837558	-	1525	802	643	159	2254
Tb927.7.3260	Tb927_07_v5.1	838407	841027	-	2621	1203	995	208	5091
Tb927.7.3270	Tb927_07_v5.1	841187	843676	-	2490	363	222	141	461
Tb927.7.3280	Tb927_07_v5.1	843786	846804	-	3019	2216	1645	571	4267
Tb927.7.3290	Tb927_07_v5.1	847393	848868	-	1476	722	545	177	3807
Tb927.7.3300	Tb927_07_v5.1	850271	852926	-	2656	1744	1282	462	3296
Tb927.7.3310	Tb927_07_v5.1	853860	854884	-	1025	1041	883	158	1888
Tb927.7.3320	Tb927_07_v5.1	855065	856487	-	1423	1077	843	234	2194
Tb927.7.3330	Tb927_07_v5.1	858888	872316	-	13429	3072	2410	662	8457
Tb927.7.3340	Tb927_07_v5.1	872435	874847	-	2413	1084	780	304	1747
Tb927.7.3350	Tb927_07_v5.1;Tb927_07_v5.1	875281;875281	876122;877135	-;-	1855	177	136	41	882
Tb927.7.3360	Tb927_07_v5.1	877262	879183	-	1922	917	500	417	1218
Tb927.7.3370	Tb927_07_v5.1	879311	881926	-	2616	2288	1188	1100	5277
Tb927.7.3380	Tb927_07_v5.1	882204	883570	-	1367	221	113	108	400
Tb927.7.3390	Tb927_07_v5.1;Tb927_07_v5.1	883775;883775	884808;884828	-;-	1054	226	181	45	685
Tb927.7.3400	Tb927_07_v5.1	884983	886452	-	1470	565	366	199	1092
Tb927.7.3410	Tb927_07_v5.1	886561	887312	-	752	588	255	333	708
Tb927.7.3420	Tb927_07_v5.1	887483	889375	-	1893	4108	2575	1533	9968
Tb927.7.3430	Tb927_07_v5.1	890292	891036	-	745	148	143	5	220
Tb927.7.3440	Tb927_07_v5.1	891242	892259	-	1018	302	211	91	359
Tb927.7.3450	Tb927_07_v5.1	892370	893156	-	787	61	54	7	67
Tb927.7.3460	Tb927_07_v5.1	893320	894694	-	1375	966	632	334	1653
Tb927.7.3470	Tb927_07_v5.1	894923	895814	-	892	146	108	38	156
Tb927.7.3480	Tb927_07_v5.1	899464	902341	-	2878	1434	1139	295	2698
Tb927.7.3490	Tb927_07_v5.1	902474	905352	-	2879	1257	854	403	1751
Tb927.7.3500	Tb927_07_v5.1	905992	907037	-	1046	423	329	94	596
Tb927.7.3510	Tb927_07_v5.1	907211	908808	-	1598	560	445	115	786
Tb927.7.3520	Tb927_07_v5.1	909012	909778	-	767	222	203	19	1423
Tb927.7.3530	Tb927_07_v5.1	909901	912163	-	2263	352	291	61	403
Tb927.7.3540	Tb927_07_v5.1	912298	914271	-	1974	548	511	37	902
Tb927.7.3550	Tb927_07_v5.1	915141	920943	-	5803	341	318	23	639
Tb927.7.3560	Tb927_07_v5.1	921395	926896	-	5502	2408	2170	238	15306
Tb927.7.3570	Tb927_07_v5.1	926994	929434	-	2441	908	765	143	2036
Tb927.7.3580	Tb927_07_v5.1	933093	935658	-	2566	1271	1008	263	2934
Tb927.7.3590	Tb927_07_v5.1	936367	936982	-	616	229	178	51	585
Tb927.7.3600	Tb927_07_v5.1	937172	938451	-	1280	144	123	21	172
Tb927.7.3610	Tb927_07_v5.1	938606	940235	-	1630	462	352	110	559
Tb927.7.3620	Tb927_07_v5.1	940744	943545	-	2802	2714	1354	1360	4029
Tb927.7.3630	Tb927_07_v5.1	944569	946646	-	2078	426	212	214	1758
Tb927.7.3640	Tb927_07_v5.1	948040	949288	-	1249	287	143	144	331
Tb927.7.3645	Tb927_07_v5.1	949373	949888	-	516	69	62	7	76
Tb927.7.3650	Tb927_07_v5.1	950243	954635	-	4393	2080	1603	477	4309
Tb927.7.3660	Tb927_07_v5.1	955510	957741	-	2232	642	436	206	2319
Tb927.7.3670	Tb927_07_v5.1	958082	960764	-	2683	170	124	46	242
Tb927.7.3680	Tb927_07_v5.1	961034	961809	-	776	13	10	3	120
Tb927.7.3690	Tb927_07_v5.1	961767	964126	-	2360	854	713	141	5563
Tb927.7.3700	Tb927_07_v5.1	964637	965935	-	1299	295	210	85	383
Tb927.7.3710	Tb927_07_v5.1	965948	967982	-	2035	472	387	85	812
Tb927.7.3720	Tb927_07_v5.1	969283	975100	+	5818	518	446	72	5054
Tb927.7.3730	Tb927_07_v5.1	975136	977672	-	2537	658	610	48	2354
Tb927.7.3740	Tb927_07_v5.1	977802	981654	-	3853	2225	1710	515	13872
Tb927.7.3750	Tb927_07_v5.1	981803	983030	-	1228	6	2	4	6
Tb927.7.3760	Tb927_07_v5.1	983135	985942	-	2808	279	230	49	433
Tb927.7.3770	Tb927_07_v5.1	986068	987949	-	1882	962	684	278	1914
Tb927.7.3780	Tb927_07_v5.1	988144	990578	-	2435	1142	962	180	1712
Tb927.7.3790	Tb927_07_v5.1	991146	992999	-	1854	765	631	134	6191
Tb927.7.3800	Tb927_07_v5.1	993158	994075	-	918	532	488	44	1436
Tb927.7.3810	Tb927_07_v5.1	994468	995864	-	1397	130	119	11	801
Tb927.7.3820	Tb927_07_v5.1	996149	998553	-	2405	1051	893	158	2593
Tb927.7.3830	Tb927_07_v5.1	998727	1004292	-	5566	2312	2061	251	4903
Tb927.7.3840	Tb927_07_v5.1	1004538	1004699	-	162	41	36	5	43
Tb927.7.3850	Tb927_07_v5.1	1004929	1008005	-	3077	826	751	75	1416
Tb927.7.3860	Tb927_07_v5.1	1008109	1009258	-	1150	266	255	11	435
Tb927.7.3870	Tb927_07_v5.1	1009427	1010289	-	863	329	283	46	382
Tb927.7.3880	Tb927_07_v5.1	1011321	1013751	-	2431	219	136	83	264
Tb927.7.3890	Tb927_07_v5.1;Tb927_07_v5.1	1018302;1019378	1020875;1020875	+;+	2574	299	245	54	1278
Tb927.7.3900	Tb927_07_v5.1	1021349	1022066	+	718	186	177	9	325
Tb927.7.3910	Tb927_07_v5.1	1022209	1023910	+	1702	614	542	72	1671
Tb927.7.3920	Tb927_07_v5.1	1023998	1025751	+	1754	321	162	159	412
Tb927.7.3930	Tb927_07_v5.1	1025854	1030125	+	4272	2304	1754	550	5085
Tb927.7.3940	Tb927_07_v5.1	1032285	1034138	+	1854	1135	710	425	1493
Tb927.7.3950	Tb927_07_v5.1	1034264	1037558	+	3295	403	386	17	1305
Tb927.7.3960	Tb927_07_v5.1	1037741	1038386	+	646	193	178	15	408
Tb927.7.3970	Tb927_07_v5.1	1038935	1044523	+	5589	2206	1731	475	4833
Tb927.7.3980	Tb927_07_v5.1	1046703	1050612	+	3910	1012	878	134	3449
Tb927.7.3990	Tb927_07_v5.1	1050738	1057085	+	6348	2321	1719	602	10350
Tb927.7.4000	Tb927_07_v5.1	1057253	1059478	+	2226	833	657	176	1535
Tb927.7.4010	Tb927_07_v5.1	1059609	1060840	+	1232	96	89	7	116
Tb927.7.4020	Tb927_07_v5.1	1061469	1064629	+	3161	296	271	25	1488
Tb927.7.4030	Tb927_07_v5.1	1067279	1069028	+	1750	629	404	225	735
Tb927.7.4040	Tb927_07_v5.1	1069635	1072201	+	2567	751	585	166	1585
Tb927.7.4050	Tb927_07_v5.1	1072551	1075085	+	2535	365	328	37	2293
Tb927.7.4060	Tb927_07_v5.1	1075236	1075812	+	577	310	257	53	1356
Tb927.7.4070	Tb927_07_v5.1	1075964	1077140	+	1177	307	243	64	522
Tb927.7.4080	Tb927_07_v5.1	1077347	1081540	+	4194	1204	1034	170	2191
Tb927.7.4090	Tb927_07_v5.1	1082322	1085693	+	3372	480	279	201	849
Tb927.7.4100	Tb927_07_v5.1	1085952	1088161	+	2210	1191	851	340	2367
Tb927.7.4110	Tb927_07_v5.1	1088292	1093284	+	4993	811	654	157	1590
Tb927.7.4120	Tb927_07_v5.1	1093398	1095989	+	2592	561	490	71	977
Tb927.7.4130	Tb927_07_v5.1	1096100	1103388	+	7289	5356	3794	1562	9567
Tb927.7.4140	Tb927_07_v5.1	1103655	1104632	+	978	102	44	58	106
Tb927.7.4150	Tb927_07_v5.1	1104738	1109453	+	4716	1855	1513	342	4447
Tb927.7.4160	Tb927_07_v5.1	1109188	1110476	+	1289	535	486	49	1431
Tb927.7.4170	Tb927_07_v5.1	1111485	1113074	+	1590	142	126	16	190
Tb927.7.4180	Tb927_07_v5.1	1114562	1116575	+	2014	623	536	87	1182
Tb927.7.4190	Tb927_07_v5.1	1117063	1118832	+	1770	108	76	32	303
Tb927.7.4200	Tb927_07_v5.1	1118963	1120491	+	1529	400	289	111	713
Tb927.7.4210	Tb927_07_v5.1	1120679	1121075	+	397	154	72	82	163
Tb927.7.4220	Tb927_07_v5.1	1121338	1124862	+	3525	1253	1128	125	6218
Tb927.7.4230	Tb927_07_v5.1	1125080	1125892	+	813	784	557	227	2193
Tb927.7.4240	Tb927_07_v5.1	1126677	1127580	+	904	725	589	136	1224
Tb927.7.4250	Tb927_07_v5.1	1132871	1133320	-	450	589	487	102	1001
Tb927.7.4260	Tb927_07_v5.1	1133442	1134967	-	1526	1196	898	298	3308
Tb927.7.4270	Tb927_07_v5.1	1135620	1136651	-	1032	548	441	107	922
Tb927.7.4280	Tb927_07_v5.1	1136766	1138257	-	1492	1201	939	262	1708
Tb927.7.4290	Tb927_07_v5.1	1139872	1140825	-	954	183	175	8	787
Tb927.7.4300	Tb927_07_v5.1	1140966	1142925	-	1960	1147	827	320	1658
Tb927.7.4310	Tb927_07_v5.1	1143279	1145087	-	1809	794	696	98	2710
Tb927.7.4320	Tb927_07_v5.1	1145017	1146455	-	1439	103	97	6	298
Tb927.7.4330	Tb927_07_v5.1	1146569	1149859	-	3291	891	680	211	2445
Tb927.7.4340	Tb927_07_v5.1	1150298	1152982	-	2685	1970	1221	749	3449
Tb927.7.4350	Tb927_07_v5.1	1153150	1153742	-	593	16	15	1	18
Tb927.7.4360	Tb927_07_v5.1	1154351	1155600	-	1250	498	437	61	798
Tb927.7.4370	Tb927_07_v5.1	1155766	1160373	-	4608	2620	1978	642	4873
Tb927.7.4380	Tb927_07_v5.1	1161270	1163672	-	2403	667	580	87	1836
Tb927.7.4390	Tb927_07_v5.1	1163914	1166293	-	2380	1078	708	370	2301
Tb927.7.4400	Tb927_07_v5.1	1166402	1170671	-	4270	1358	1015	343	2917
Tb927.7.4410	Tb927_07_v5.1	1170782	1174167	-	3386	355	278	77	1014
Tb927.7.4420	Tb927_07_v5.1	1175352	1176330	-	979	177	133	44	923
Tb927.7.4430	Tb927_07_v5.1	1176305	1177866	-	1562	655	498	157	811
Tb927.7.4440	Tb927_07_v5.1	1178078	1179270	-	1193	723	603	120	2703
Tb927.7.4450	Tb927_07_v5.1	1181279	1184289	-	3011	432	369	63	1724
Tb927.7.4460	Tb927_07_v5.1	1185067	1188332	-	3266	2818	1943	875	5932
Tb927.7.4470	Tb927_07_v5.1	1190052	1190960	-	909	418	389	29	610
Tb927.7.4480	Tb927_07_v5.1	1191304	1192192	-	889	123	83	40	218
Tb927.7.4490	Tb927_07_v5.1	1192559	1197714	-	5156	1523	1058	465	5597
Tb927.7.4500	Tb927_07_v5.1	1197863	1200955	-	3093	696	544	152	1694
Tb927.7.4510	Tb927_07_v5.1	1201168	1202783	-	1616	1135	853	282	2148
Tb927.7.4515	Tb927_07_v5.1	1202917	1203345	-	429	159	97	62	163
Tb927.7.4520	Tb927_07_v5.1	1203555	1204871	-	1317	222	184	38	252
Tb927.7.4530	Tb927_07_v5.1	1205019	1207750	-	2732	384	301	83	682
Tb927.7.4540	Tb927_07_v5.1	1207968	1209170	-	1203	115	94	21	265
Tb927.7.4550	Tb927_07_v5.1	1209561	1210202	-	642	48	42	6	116
Tb927.7.4560	Tb927_07_v5.1	1210312	1212232	-	1921	54	53	1	294
Tb927.7.4570	Tb927_07_v5.1	1214568	1215758	-	1191	271	256	15	712
Tb927.7.4580	Tb927_07_v5.1	1215905	1218960	-	3056	819	683	136	1311
Tb927.7.4590	Tb927_07_v5.1	1219176	1220970	-	1795	297	185	112	355
Tb927.7.4600	Tb927_07_v5.1	1221082	1223960	-	2879	474	348	126	2162
Tb927.7.4610	Tb927_07_v5.1	1224067	1225613	-	1547	685	362	323	745
Tb927.7.4620	Tb927_07_v5.1	1225743	1226873	-	1131	469	381	88	817
Tb927.7.4630	Tb927_07_v5.1	1227274	1227884	-	611	225	103	122	251
Tb927.7.4640	Tb927_07_v5.1	1228025	1230427	-	2403	216	210	6	631
Tb927.7.4645	Tb927_07_v5.1	1230655	1230882	-	228	189	159	30	521
Tb927.7.4650	Tb927_07_v5.1	1231036	1235151	-	4116	536	461	75	1220
Tb927.7.4660	Tb927_07_v5.1	1236305	1237294	-	990	270	235	35	502
Tb927.7.4670	Tb927_07_v5.1	1237468	1238375	-	908	16	10	6	17
Tb927.7.4680	Tb927_07_v5.1	1243968	1245508	+	1541	408	302	106	476
Tb927.7.4690	Tb927_07_v5.1	1245513	1248241	-	2729	821	754	67	1847
Tb7.NT.53	Tb927_07_v5.1	1248407	1248614	-	208	0	0	0	0
Tb927.7.4700	Tb927_07_v5.1	1248734	1252281	-	3548	514	453	61	787
Tb927.7.4710	Tb927_07_v5.1	1252382	1253642	-	1261	275	215	60	678
Tb927.7.4720	Tb927_07_v5.1	1253850	1254643	-	794	331	193	138	360
Tb927.7.4730	Tb927_07_v5.1	1256613	1258529	-	1917	191	184	7	489
Tb927.7.4740	Tb927_07_v5.1	1259243	1260425	-	1183	202	192	10	272
Tb927.7.4750	Tb927_07_v5.1	1260770	1262282	-	1513	428	373	55	648
Tb927.7.4760	Tb927_07_v5.1	1262599	1264272	-	1674	815	731	84	2175
Tb927.7.4770	Tb927_07_v5.1	1264536	1265185	-	650	302	271	31	431
Tb927.7.4780	Tb927_07_v5.1	1265666	1266315	-	650	42	38	4	388
Tb927.7.4790	Tb927_07_v5.1	1266855	1267685	-	831	36	20	16	104
Tb927.7.4800	Tb927_07_v5.1	1267786	1268357	-	572	93	71	22	174
Tb927.7.4810	Tb927_07_v5.1	1268461	1270060	-	1600	150	136	14	877
Tb927.7.4820	Tb927_07_v5.1	1270545	1270989	-	445	0	0	0	0
Tb927.7.4830	Tb927_07_v5.1	1271199	1272857	-	1659	336	279	57	459
Tb927.7.4840	Tb927_07_v5.1	1273051	1275042	-	1992	329	260	69	2134
Tb927.7.4850	Tb927_07_v5.1	1275140	1276163	-	1024	65	58	7	351
Tb927.7.4860	Tb927_07_v5.1	1276364	1278719	-	2356	175	128	47	712
Tb927.7.4870	Tb927_07_v5.1	1278863	1280358	-	1496	193	151	42	685
Tb927.7.4880	Tb927_07_v5.1	1280546	1281593	-	1048	33	33	0	173
Tb927.7.4890	Tb927_07_v5.1	1282113	1285418	-	3306	230	190	40	578
Tb927.7.4900	Tb927_07_v5.1	1286344	1294529	-	8186	819	668	151	2824
Tb927.7.4910	Tb927_07_v5.1	1294604	1296083	-	1480	470	413	57	1627
Tb927.7.4920	Tb927_07_v5.1	1296682	1299344	-	2663	529	420	109	1206
Tb927.7.4925	Tb927_07_v5.1	1299518	1300124	-	607	81	32	49	294
Tb927.7.4930	Tb927_07_v5.1	1300340	1301294	-	955	131	128	3	246
Tb927.7.4940	Tb927_07_v5.1	1301709	1304694	-	2986	491	437	54	1387
Tb927.7.4950	Tb927_07_v5.1	1305128	1306480	-	1353	248	185	63	435
Tb927.7.4960	Tb927_07_v5.1	1306614	1308074	-	1461	497	310	187	1010
Tb927.7.4970	Tb927_07_v5.1	1318071	1319598	+	1528	628	507	121	1492
Tb927.7.4980	Tb927_07_v5.1	1319783	1321056	+	1274	122	91	31	267
Tb927.7.4990	Tb927_07_v5.1	1321171	1323534	+	2364	480	409	71	626
Tb927.7.5000	Tb927_07_v5.1	1323893	1324748	+	856	2	0	2	2
Tb927.7.5010	Tb927_07_v5.1	1324854	1325248	+	395	423	388	35	586
Tb927.7.5020	Tb927_07_v5.1	1325562	1326397	+	836	126	123	3	198
Tb927.7.5030	Tb927_07_v5.1	1326516	1327744	+	1229	129	126	3	301
Tb927.7.5040	Tb927_07_v5.1	1328119	1330718	+	2600	1942	1698	244	3848
Tb927.7.5050	Tb927_07_v5.1	1330859	1334092	+	3234	1136	1008	128	5311
Tb927.7.5060	Tb927_07_v5.1	1334571	1336813	+	2243	568	417	151	1741
Tb927.7.5070	Tb927_07_v5.1	1337832	1340022	+	2191	201	195	6	770
Tb927.7.5080	Tb927_07_v5.1	1340189	1343480	+	3292	329	291	38	426
Tb927.7.5090	Tb927_07_v5.1	1343591	1346672	+	3082	1195	1011	184	4772
Tb927.7.5100	Tb927_07_v5.1	1347323	1348634	+	1312	312	279	33	602
Tb927.7.5110	Tb927_07_v5.1	1348693	1350485	+	1793	1489	1192	297	2991
Tb927.7.5120	Tb927_07_v5.1;Tb927_07_v5.1	1350934;1350946	1352115;1352115	+;+	1182	1102	862	240	1734
Tb927.7.5130	Tb927_07_v5.1	1352636	1353748	+	1113	962	771	191	2562
Tb927.7.5140	Tb927_07_v5.1	1354026	1355832	+	1807	27	23	4	152
Tb927.7.5150	Tb927_07_v5.1	1355965	1360544	+	4580	816	607	209	2008
Tb927.7.5160	Tb927_07_v5.1	1361303	1362286	+	984	292	266	26	428
Tb927.7.5170	Tb927_07_v5.1	1362854	1363838	+	985	138	134	4	323
Tb927.7.5180	Tb927_07_v5.1	1364043	1364745	+	703	20	19	1	22
Tb927.7.5190	Tb927_07_v5.1	1364953	1369420	+	4468	2050	1466	584	3865
Tb927.7.5200	Tb927_07_v5.1	1369630	1371855	+	2226	1146	975	171	2903
Tb927.7.5210	Tb927_07_v5.1	1372143	1375994	+	3852	1584	1167	417	1966
Tb927.7.5220	Tb927_07_v5.1	1376156	1381777	+	5622	1806	1260	546	6051
Tb927.7.5230	Tb927_07_v5.1	1382084	1385617	+	3534	1478	1066	412	4726
Tb927.7.5240	Tb927_07_v5.1	1385878	1389329	+	3452	2001	1407	594	4944
Tb927.7.5250	Tb927_07_v5.1	1389465	1392401	+	2937	825	681	144	2200
Tb927.7.5260	Tb927_07_v5.1	1392631	1393515	+	885	166	160	6	419
Tb927.7.5270	Tb927_07_v5.1	1393693	1395000	+	1308	35	33	2	42
Tb927.7.5280	Tb927_07_v5.1	1395105	1402379	+	7275	3678	2320	1358	11715
Tb927.7.5290	Tb927_07_v5.1	1402511	1405030	+	2520	978	844	134	1826
Tb927.7.5300	Tb927_07_v5.1	1406536	1409443	+	2908	1353	853	500	2104
Tb927.7.5310	Tb927_07_v5.1	1409622	1411798	+	2177	1499	1103	396	2593
Tb927.7.5320	Tb927_07_v5.1	1412504	1415724	+	3221	289	242	47	607
Tb927.7.5330	Tb927_07_v5.1	1415891	1418747	+	2857	765	629	136	1554
Tb927.7.5340	Tb927_07_v5.1	1418660	1422209	+	3550	1666	1377	289	5628
Tb927.7.5350	Tb927_07_v5.1	1427074	1429836	+	2763	1246	1133	113	5281
Tb927.7.5360	Tb927_07_v5.1	1430205	1431717	+	1513	175	154	21	2668
Tb927.7.5370	Tb927_07_v5.1	1431937	1436493	+	4557	2517	1682	835	3675
Tb927.7.5380	Tb927_07_v5.1	1436813	1443652	+	6840	266	252	14	831
Tb927.7.5390	Tb927_07_v5.1	1445724	1450155	+	4432	1736	1449	287	4106
Tb927.7.5400	Tb927_07_v5.1	1450488	1452736	+	2249	1106	859	247	4813
Tb927.7.5410	Tb927_07_v5.1	1453218	1456300	+	3083	1077	719	358	1496
Tb927.7.5420	Tb927_07_v5.1	1457067	1458735	+	1669	826	627	199	2859
Tb927.7.5430	Tb927_07_v5.1	1459754	1462622	+	2869	1214	906	308	1582
Tb927.7.5440	Tb927_07_v5.1	1462957	1469006	+	6050	2666	2095	571	4522
Tb927.7.5450	Tb927_07_v5.1	1469735	1474285	+	4551	686	549	137	1299
Tb927.7.5460	Tb927_07_v5.1	1474444	1475778	+	1335	315	286	29	1082
Tb927.7.5470	Tb927_07_v5.1	1475950	1478015	+	2066	585	493	92	3442
Tb927.7.5480	Tb927_07_v5.1	1478517	1481246	+	2730	659	565	94	1127
Tb927.7.5490	Tb927_07_v5.1	1481366	1483365	+	2000	513	363	150	894
Tb927.7.5500	Tb927_07_v5.1	1483503	1487058	+	3556	1152	730	422	1806
Tb927.7.5510	Tb927_07_v5.1	1487711	1489218	+	1508	97	74	23	796
Tb927.7.5520	Tb927_07_v5.1	1489376	1490689	+	1314	479	425	54	932
Tb927.7.5530	Tb927_07_v5.1	1490808	1492370	+	1563	223	135	88	1253
Tb927.7.5540	Tb927_07_v5.1	1492521	1494822	+	2302	1233	1046	187	3275
Tb927.7.5550	Tb927_07_v5.1;Tb927_07_v5.1	1495014;1495386	1496528;1496528	+;+	1515	478	271	207	1072
Tb927.7.5560	Tb927_07_v5.1	1496839	1500931	+	4093	1437	1203	234	4557
Tb927.7.5570	Tb927_07_v5.1	1501047	1502848	+	1802	532	356	176	950
Tb927.7.5580	Tb927_07_v5.1	1503381	1504530	+	1150	969	830	139	1625
Tb927.7.5590	Tb927_07_v5.1	1504668	1510444	+	5777	1813	1656	157	4288
Tb927.7.5600	Tb927_07_v5.1	1510638	1514024	+	3387	1452	1156	296	3442
Tb7.NT.62	Tb927_07_v5.1	1516315	1516724	+	410	69	69	0	309
Tb927.7.5610	Tb927_07_v5.1	1516783	1520321	+	3539	5002	2290	2712	9494
Tb927.7.5615	Tb927_07_v5.1	1520449	1520925	+	477	171	164	7	239
Tb927.7.5620	Tb927_07_v5.1	1521358	1522838	+	1481	932	600	332	2205
Tb927.7.5630	Tb927_07_v5.1	1523002	1525102	+	2101	871	684	187	1475
Tb927.7.5640	Tb927_07_v5.1	1525510	1526813	+	1304	499	466	33	972
Tb927.7.5650	Tb927_07_v5.1	1526983	1530088	+	3106	400	290	110	581
Tb927.7.5660	Tb927_07_v5.1	1530262	1532439	+	2178	299	172	127	1359
Tb927.7.5670	Tb927_07_v5.1	1533544	1534984	+	1441	127	88	39	156
Tb927.7.5680	Tb927_07_v5.1	1535124	1536188	+	1065	241	174	67	1400
Tb927.7.5690	Tb927_07_v5.1	1537413	1539416	+	2004	999	535	464	6283
Tb927.7.5700	Tb927_07_v5.1	1540391	1541438	+	1048	670	398	272	892
Tb927.7.5710	Tb927_07_v5.1	1542108	1543401	+	1294	1088	940	148	2376
Tb927.7.5720	Tb927_07_v5.1	1543585	1544779	+	1195	697	632	65	2254
Tb927.7.5730	Tb927_07_v5.1	1545179	1548046	+	2868	2329	1945	384	4345
Tb927.7.5740	Tb927_07_v5.1	1548216	1549998	+	1783	870	683	187	2331
Tb927.7.5750	Tb927_07_v5.1	1550176	1553737	+	3562	1699	1194	505	8418
Tb927.7.5760	Tb927_07_v5.1	1554131	1554807	+	677	587	290	297	1255
