# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003738.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/counts.txt" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam
Tb927.7.3160	Tb927_07_v5.1	801867	818172	+	16306	7998	5628	2370	17607
Tb927.7.3170	Tb927_07_v5.1	818320	820052	+	1733	528	448	80	968
Tb927.7.3180	Tb927_07_v5.1	820163	821472	+	1310	628	508	120	1769
Tb927.7.3190	Tb927_07_v5.1	822077	824003	+	1927	531	359	172	1437
Tb927.7.3200	Tb927_07_v5.1	824874	826041	+	1168	610	543	67	830
Tb927.7.3210	Tb927_07_v5.1	826264	828248	+	1985	826	702	124	4243
Tb927.7.3220	Tb927_07_v5.1	830176	830861	+	686	665	553	112	1017
Tb927.7.3230	Tb927_07_v5.1	831283	834019	+	2737	1203	876	327	1793
Tb927.7.3240	Tb927_07_v5.1	834280	834881	+	602	657	413	244	2672
Tb927.7.3250	Tb927_07_v5.1	836034	837558	-	1525	845	675	170	1620
Tb927.7.3260	Tb927_07_v5.1	838407	841027	-	2621	1359	1062	297	4268
Tb927.7.3270	Tb927_07_v5.1	841187	843676	-	2490	660	423	237	967
Tb927.7.3280	Tb927_07_v5.1	843786	846804	-	3019	2380	1429	951	4135
Tb927.7.3290	Tb927_07_v5.1	847393	848868	-	1476	799	511	288	3240
Tb927.7.3300	Tb927_07_v5.1	850271	852926	-	2656	1435	1046	389	2297
Tb927.7.3310	Tb927_07_v5.1	853860	854884	-	1025	1249	1010	239	2979
Tb927.7.3320	Tb927_07_v5.1	855065	856487	-	1423	995	698	297	1815
Tb927.7.3330	Tb927_07_v5.1	858888	872316	-	13429	2279	1777	502	6407
Tb927.7.3340	Tb927_07_v5.1	872435	874847	-	2413	1195	904	291	1846
Tb927.7.3350	Tb927_07_v5.1;Tb927_07_v5.1	875281;875281	876122;877135	-;-	1855	591	552	39	2560
Tb927.7.3360	Tb927_07_v5.1	877262	879183	-	1922	851	558	293	1089
Tb927.7.3370	Tb927_07_v5.1	879311	881926	-	2616	686	409	277	1436
Tb927.7.3380	Tb927_07_v5.1	882204	883570	-	1367	338	304	34	645
Tb927.7.3390	Tb927_07_v5.1;Tb927_07_v5.1	883775;883775	884808;884828	-;-	1054	296	242	54	1041
Tb927.7.3400	Tb927_07_v5.1	884983	886452	-	1470	1050	815	235	2589
Tb927.7.3410	Tb927_07_v5.1	886561	887312	-	752	140	100	40	245
Tb927.7.3420	Tb927_07_v5.1	887483	889375	-	1893	2696	1725	971	5825
Tb927.7.3430	Tb927_07_v5.1	890292	891036	-	745	160	126	34	234
Tb927.7.3440	Tb927_07_v5.1	891242	892259	-	1018	41	33	8	44
Tb927.7.3450	Tb927_07_v5.1	892370	893156	-	787	32	28	4	33
Tb927.7.3460	Tb927_07_v5.1	893320	894694	-	1375	625	435	190	1345
Tb927.7.3470	Tb927_07_v5.1	894923	895814	-	892	60	30	30	101
Tb927.7.3480	Tb927_07_v5.1	899464	902341	-	2878	1779	1277	502	3673
Tb927.7.3490	Tb927_07_v5.1	902474	905352	-	2879	1650	1018	632	2618
Tb927.7.3500	Tb927_07_v5.1	905992	907037	-	1046	410	315	95	1358
Tb927.7.3510	Tb927_07_v5.1	907211	908808	-	1598	1043	753	290	2562
Tb927.7.3520	Tb927_07_v5.1	909012	909778	-	767	392	308	84	1311
Tb927.7.3530	Tb927_07_v5.1	909901	912163	-	2263	697	590	107	1172
Tb927.7.3540	Tb927_07_v5.1	912298	914271	-	1974	456	426	30	817
Tb927.7.3550	Tb927_07_v5.1	915141	920943	-	5803	61	42	19	154
Tb927.7.3560	Tb927_07_v5.1	921395	926896	-	5502	867	776	91	2073
Tb927.7.3570	Tb927_07_v5.1	926994	929434	-	2441	1261	893	368	2794
Tb927.7.3580	Tb927_07_v5.1	933093	935658	-	2566	1052	891	161	2794
Tb927.7.3590	Tb927_07_v5.1	936367	936982	-	616	221	182	39	660
Tb927.7.3600	Tb927_07_v5.1	937172	938451	-	1280	265	157	108	553
Tb927.7.3610	Tb927_07_v5.1	938606	940235	-	1630	530	376	154	663
Tb927.7.3620	Tb927_07_v5.1	940744	943545	-	2802	2916	1577	1339	5181
Tb927.7.3630	Tb927_07_v5.1	944569	946646	-	2078	335	167	168	729
Tb927.7.3640	Tb927_07_v5.1	948040	949288	-	1249	529	169	360	589
Tb927.7.3645	Tb927_07_v5.1	949373	949888	-	516	45	39	6	59
Tb927.7.3650	Tb927_07_v5.1	950243	954635	-	4393	2064	1569	495	4157
Tb927.7.3660	Tb927_07_v5.1	955510	957741	-	2232	228	187	41	1650
Tb927.7.3670	Tb927_07_v5.1	958082	960764	-	2683	217	165	52	279
Tb927.7.3680	Tb927_07_v5.1	961034	961809	-	776	36	32	4	301
Tb927.7.3690	Tb927_07_v5.1	961767	964126	-	2360	431	367	64	4929
Tb927.7.3700	Tb927_07_v5.1	964637	965935	-	1299	429	313	116	513
Tb927.7.3710	Tb927_07_v5.1	965948	967982	-	2035	745	561	184	1459
Tb927.7.3720	Tb927_07_v5.1	969283	975100	+	5818	356	283	73	2139
Tb927.7.3730	Tb927_07_v5.1	975136	977672	-	2537	582	528	54	2654
Tb927.7.3740	Tb927_07_v5.1	977802	981654	-	3853	1154	831	323	6436
Tb927.7.3750	Tb927_07_v5.1	981803	983030	-	1228	9	2	7	9
Tb927.7.3760	Tb927_07_v5.1	983135	985942	-	2808	677	516	161	1374
Tb927.7.3770	Tb927_07_v5.1	986068	987949	-	1882	774	523	251	1526
Tb927.7.3780	Tb927_07_v5.1	988144	990578	-	2435	1575	1146	429	2696
Tb927.7.3790	Tb927_07_v5.1	991146	992999	-	1854	819	639	180	4349
Tb927.7.3800	Tb927_07_v5.1	993158	994075	-	918	480	425	55	1100
Tb927.7.3810	Tb927_07_v5.1	994468	995864	-	1397	342	171	171	822
Tb927.7.3820	Tb927_07_v5.1	996149	998553	-	2405	1052	827	225	2802
Tb927.7.3830	Tb927_07_v5.1	998727	1004292	-	5566	2812	2460	352	5987
Tb927.7.3840	Tb927_07_v5.1	1004538	1004699	-	162	83	71	12	102
Tb927.7.3850	Tb927_07_v5.1	1004929	1008005	-	3077	1206	956	250	2228
Tb927.7.3860	Tb927_07_v5.1	1008109	1009258	-	1150	426	404	22	790
Tb927.7.3870	Tb927_07_v5.1	1009427	1010289	-	863	426	344	82	568
Tb927.7.3880	Tb927_07_v5.1	1011321	1013751	-	2431	124	66	58	135
Tb927.7.3890	Tb927_07_v5.1;Tb927_07_v5.1	1018302;1019378	1020875;1020875	+;+	2574	464	392	72	1676
Tb927.7.3900	Tb927_07_v5.1	1021349	1022066	+	718	121	67	54	140
Tb927.7.3910	Tb927_07_v5.1	1022209	1023910	+	1702	821	692	129	1616
Tb927.7.3920	Tb927_07_v5.1	1023998	1025751	+	1754	212	112	100	246
Tb927.7.3930	Tb927_07_v5.1	1025854	1030125	+	4272	2725	2049	676	4581
Tb927.7.3940	Tb927_07_v5.1	1032285	1034138	+	1854	1402	799	603	2015
Tb927.7.3950	Tb927_07_v5.1	1034264	1037558	+	3295	741	688	53	2917
Tb927.7.3960	Tb927_07_v5.1	1037741	1038386	+	646	418	359	59	926
Tb927.7.3970	Tb927_07_v5.1	1038935	1044523	+	5589	1377	1143	234	3981
Tb927.7.3980	Tb927_07_v5.1	1046703	1050612	+	3910	1403	1123	280	4108
Tb927.7.3990	Tb927_07_v5.1	1050738	1057085	+	6348	2655	1886	769	8713
Tb927.7.4000	Tb927_07_v5.1	1057253	1059478	+	2226	547	420	127	1153
Tb927.7.4010	Tb927_07_v5.1	1059609	1060840	+	1232	122	102	20	233
Tb927.7.4020	Tb927_07_v5.1	1061469	1064629	+	3161	452	398	54	1579
Tb927.7.4030	Tb927_07_v5.1	1067279	1069028	+	1750	1266	923	343	2157
Tb927.7.4040	Tb927_07_v5.1	1069635	1072201	+	2567	1074	825	249	3206
Tb927.7.4050	Tb927_07_v5.1	1072551	1075085	+	2535	374	330	44	1530
Tb927.7.4060	Tb927_07_v5.1	1075236	1075812	+	577	353	258	95	1383
Tb927.7.4070	Tb927_07_v5.1	1075964	1077140	+	1177	280	260	20	499
Tb927.7.4080	Tb927_07_v5.1	1077347	1081540	+	4194	1636	1272	364	2780
Tb927.7.4090	Tb927_07_v5.1	1082322	1085693	+	3372	819	561	258	2292
Tb927.7.4100	Tb927_07_v5.1	1085952	1088161	+	2210	586	518	68	1505
Tb927.7.4110	Tb927_07_v5.1	1088292	1093284	+	4993	1404	1067	337	3068
Tb927.7.4120	Tb927_07_v5.1	1093398	1095989	+	2592	1093	822	271	2030
Tb927.7.4130	Tb927_07_v5.1	1096100	1103388	+	7289	6014	4191	1823	9719
Tb927.7.4140	Tb927_07_v5.1	1103655	1104632	+	978	97	49	48	107
Tb927.7.4150	Tb927_07_v5.1	1104738	1109453	+	4716	1809	1492	317	4987
Tb927.7.4160	Tb927_07_v5.1	1109188	1110476	+	1289	220	202	18	319
Tb927.7.4170	Tb927_07_v5.1	1111485	1113074	+	1590	440	393	47	880
Tb927.7.4180	Tb927_07_v5.1	1114562	1116575	+	2014	584	499	85	1245
Tb927.7.4190	Tb927_07_v5.1	1117063	1118832	+	1770	88	60	28	451
Tb927.7.4200	Tb927_07_v5.1	1118963	1120491	+	1529	704	550	154	1175
Tb927.7.4210	Tb927_07_v5.1	1120679	1121075	+	397	156	89	67	519
Tb927.7.4220	Tb927_07_v5.1	1121338	1124862	+	3525	2344	1740	604	8298
Tb927.7.4230	Tb927_07_v5.1	1125080	1125892	+	813	984	739	245	4536
Tb927.7.4240	Tb927_07_v5.1	1126677	1127580	+	904	965	646	319	1694
Tb927.7.4250	Tb927_07_v5.1	1132871	1133320	-	450	685	506	179	1475
Tb927.7.4260	Tb927_07_v5.1	1133442	1134967	-	1526	1533	955	578	8664
Tb927.7.4270	Tb927_07_v5.1	1135620	1136651	-	1032	625	464	161	861
Tb927.7.4280	Tb927_07_v5.1	1136766	1138257	-	1492	1231	900	331	1570
Tb927.7.4290	Tb927_07_v5.1	1139872	1140825	-	954	52	38	14	250
Tb927.7.4300	Tb927_07_v5.1	1140966	1142925	-	1960	1308	911	397	1734
Tb927.7.4310	Tb927_07_v5.1	1143279	1145087	-	1809	978	768	210	2590
Tb927.7.4320	Tb927_07_v5.1	1145017	1146455	-	1439	557	466	91	941
Tb927.7.4330	Tb927_07_v5.1	1146569	1149859	-	3291	1014	901	113	2718
Tb927.7.4340	Tb927_07_v5.1	1150298	1152982	-	2685	1461	1027	434	2474
Tb927.7.4350	Tb927_07_v5.1	1153150	1153742	-	593	129	112	17	181
Tb927.7.4360	Tb927_07_v5.1	1154351	1155600	-	1250	677	553	124	985
Tb927.7.4370	Tb927_07_v5.1	1155766	1160373	-	4608	3037	2169	868	4734
Tb927.7.4380	Tb927_07_v5.1	1161270	1163672	-	2403	740	619	121	1751
Tb927.7.4390	Tb927_07_v5.1	1163914	1166293	-	2380	864	789	75	2364
Tb927.7.4400	Tb927_07_v5.1	1166402	1170671	-	4270	2025	1560	465	5671
Tb927.7.4410	Tb927_07_v5.1	1170782	1174167	-	3386	850	548	302	3744
Tb927.7.4420	Tb927_07_v5.1	1175352	1176330	-	979	246	199	47	909
Tb927.7.4430	Tb927_07_v5.1	1176305	1177866	-	1562	760	597	163	961
Tb927.7.4440	Tb927_07_v5.1	1178078	1179270	-	1193	554	471	83	1989
Tb927.7.4450	Tb927_07_v5.1	1181279	1184289	-	3011	780	669	111	4042
Tb927.7.4460	Tb927_07_v5.1	1185067	1188332	-	3266	1617	1168	449	3418
Tb927.7.4470	Tb927_07_v5.1	1190052	1190960	-	909	154	137	17	194
Tb927.7.4480	Tb927_07_v5.1	1191304	1192192	-	889	93	80	13	151
Tb927.7.4490	Tb927_07_v5.1	1192559	1197714	-	5156	1574	971	603	5636
Tb927.7.4500	Tb927_07_v5.1	1197863	1200955	-	3093	822	573	249	1997
Tb927.7.4510	Tb927_07_v5.1	1201168	1202783	-	1616	278	226	52	529
Tb927.7.4515	Tb927_07_v5.1	1202917	1203345	-	429	267	122	145	281
Tb927.7.4520	Tb927_07_v5.1	1203555	1204871	-	1317	297	219	78	401
Tb927.7.4530	Tb927_07_v5.1	1205019	1207750	-	2732	610	482	128	1122
Tb927.7.4540	Tb927_07_v5.1	1207968	1209170	-	1203	373	268	105	640
Tb927.7.4550	Tb927_07_v5.1	1209561	1210202	-	642	164	127	37	457
Tb927.7.4560	Tb927_07_v5.1	1210312	1212232	-	1921	163	126	37	1903
Tb927.7.4570	Tb927_07_v5.1	1214568	1215758	-	1191	157	144	13	494
Tb927.7.4580	Tb927_07_v5.1	1215905	1218960	-	3056	800	622	178	1556
Tb927.7.4590	Tb927_07_v5.1	1219176	1220970	-	1795	429	311	118	596
Tb927.7.4600	Tb927_07_v5.1	1221082	1223960	-	2879	558	373	185	2025
Tb927.7.4610	Tb927_07_v5.1	1224067	1225613	-	1547	509	268	241	563
Tb927.7.4620	Tb927_07_v5.1	1225743	1226873	-	1131	267	210	57	567
Tb927.7.4630	Tb927_07_v5.1	1227274	1227884	-	611	259	104	155	403
Tb927.7.4640	Tb927_07_v5.1	1228025	1230427	-	2403	270	253	17	497
Tb927.7.4645	Tb927_07_v5.1	1230655	1230882	-	228	266	202	64	633
Tb927.7.4650	Tb927_07_v5.1	1231036	1235151	-	4116	660	551	109	1822
Tb927.7.4660	Tb927_07_v5.1	1236305	1237294	-	990	224	184	40	334
Tb927.7.4670	Tb927_07_v5.1	1237468	1238375	-	908	209	109	100	347
Tb927.7.4680	Tb927_07_v5.1	1243968	1245508	+	1541	706	480	226	948
Tb927.7.4690	Tb927_07_v5.1	1245513	1248241	-	2729	1074	975	99	2987
Tb7.NT.53	Tb927_07_v5.1	1248407	1248614	-	208	0	0	0	0
Tb927.7.4700	Tb927_07_v5.1	1248734	1252281	-	3548	529	424	105	800
Tb927.7.4710	Tb927_07_v5.1	1252382	1253642	-	1261	197	169	28	877
Tb927.7.4720	Tb927_07_v5.1	1253850	1254643	-	794	422	240	182	513
Tb927.7.4730	Tb927_07_v5.1	1256613	1258529	-	1917	393	350	43	898
Tb927.7.4740	Tb927_07_v5.1	1259243	1260425	-	1183	360	314	46	620
Tb927.7.4750	Tb927_07_v5.1	1260770	1262282	-	1513	497	405	92	866
Tb927.7.4760	Tb927_07_v5.1	1262599	1264272	-	1674	772	670	102	1953
Tb927.7.4770	Tb927_07_v5.1	1264536	1265185	-	650	523	449	74	843
Tb927.7.4780	Tb927_07_v5.1	1265666	1266315	-	650	66	60	6	458
Tb927.7.4790	Tb927_07_v5.1	1266855	1267685	-	831	195	139	56	454
Tb927.7.4800	Tb927_07_v5.1	1267786	1268357	-	572	84	70	14	437
Tb927.7.4810	Tb927_07_v5.1	1268461	1270060	-	1600	225	182	43	516
Tb927.7.4820	Tb927_07_v5.1	1270545	1270989	-	445	91	82	9	103
Tb927.7.4830	Tb927_07_v5.1	1271199	1272857	-	1659	268	193	75	583
Tb927.7.4840	Tb927_07_v5.1	1273051	1275042	-	1992	548	439	109	8936
Tb927.7.4850	Tb927_07_v5.1	1275140	1276163	-	1024	187	159	28	600
Tb927.7.4860	Tb927_07_v5.1	1276364	1278719	-	2356	460	350	110	1579
Tb927.7.4870	Tb927_07_v5.1	1278863	1280358	-	1496	211	184	27	903
Tb927.7.4880	Tb927_07_v5.1	1280546	1281593	-	1048	83	77	6	253
Tb927.7.4890	Tb927_07_v5.1	1282113	1285418	-	3306	566	466	100	799
Tb927.7.4900	Tb927_07_v5.1	1286344	1294529	-	8186	1644	1360	284	3459
Tb927.7.4910	Tb927_07_v5.1	1294604	1296083	-	1480	452	397	55	1112
Tb927.7.4920	Tb927_07_v5.1	1296682	1299344	-	2663	648	499	149	1093
Tb927.7.4925	Tb927_07_v5.1	1299518	1300124	-	607	170	33	137	452
Tb927.7.4930	Tb927_07_v5.1	1300340	1301294	-	955	238	225	13	483
Tb927.7.4940	Tb927_07_v5.1	1301709	1304694	-	2986	963	787	176	2262
Tb927.7.4950	Tb927_07_v5.1	1305128	1306480	-	1353	310	177	133	543
Tb927.7.4960	Tb927_07_v5.1	1306614	1308074	-	1461	395	234	161	1404
Tb927.7.4970	Tb927_07_v5.1	1318071	1319598	+	1528	961	654	307	2048
Tb927.7.4980	Tb927_07_v5.1	1319783	1321056	+	1274	105	63	42	332
Tb927.7.4990	Tb927_07_v5.1	1321171	1323534	+	2364	851	760	91	1458
Tb927.7.5000	Tb927_07_v5.1	1323893	1324748	+	856	5	1	4	15
Tb927.7.5010	Tb927_07_v5.1	1324854	1325248	+	395	400	354	46	609
Tb927.7.5020	Tb927_07_v5.1	1325562	1326397	+	836	60	57	3	83
Tb927.7.5030	Tb927_07_v5.1	1326516	1327744	+	1229	285	274	11	861
Tb927.7.5040	Tb927_07_v5.1	1328119	1330718	+	2600	1103	943	160	2332
Tb927.7.5050	Tb927_07_v5.1	1330859	1334092	+	3234	236	213	23	419
Tb927.7.5060	Tb927_07_v5.1	1334571	1336813	+	2243	509	377	132	1575
Tb927.7.5070	Tb927_07_v5.1	1337832	1340022	+	2191	185	167	18	387
Tb927.7.5080	Tb927_07_v5.1	1340189	1343480	+	3292	772	675	97	1287
Tb927.7.5090	Tb927_07_v5.1	1343591	1346672	+	3082	1446	1199	247	4581
Tb927.7.5100	Tb927_07_v5.1	1347323	1348634	+	1312	492	413	79	783
Tb927.7.5110	Tb927_07_v5.1	1348693	1350485	+	1793	1083	768	315	2009
Tb927.7.5120	Tb927_07_v5.1;Tb927_07_v5.1	1350934;1350946	1352115;1352115	+;+	1182	682	532	150	963
Tb927.7.5130	Tb927_07_v5.1	1352636	1353748	+	1113	1033	688	345	2367
Tb927.7.5140	Tb927_07_v5.1	1354026	1355832	+	1807	131	106	25	869
Tb927.7.5150	Tb927_07_v5.1	1355965	1360544	+	4580	2438	1775	663	3825
Tb927.7.5160	Tb927_07_v5.1	1361303	1362286	+	984	288	268	20	413
Tb927.7.5170	Tb927_07_v5.1	1362854	1363838	+	985	291	281	10	866
Tb927.7.5180	Tb927_07_v5.1	1364043	1364745	+	703	25	21	4	60
Tb927.7.5190	Tb927_07_v5.1	1364953	1369420	+	4468	2431	1769	662	5632
Tb927.7.5200	Tb927_07_v5.1	1369630	1371855	+	2226	1640	1356	284	3764
Tb927.7.5210	Tb927_07_v5.1	1372143	1375994	+	3852	2236	1526	710	3023
Tb927.7.5220	Tb927_07_v5.1	1376156	1381777	+	5622	1617	1115	502	7723
Tb927.7.5230	Tb927_07_v5.1	1382084	1385617	+	3534	2120	1634	486	5627
Tb927.7.5240	Tb927_07_v5.1	1385878	1389329	+	3452	1498	1221	277	3972
Tb927.7.5250	Tb927_07_v5.1	1389465	1392401	+	2937	844	670	174	1619
Tb927.7.5260	Tb927_07_v5.1	1392631	1393515	+	885	260	241	19	977
Tb927.7.5270	Tb927_07_v5.1	1393693	1395000	+	1308	229	138	91	448
Tb927.7.5280	Tb927_07_v5.1	1395105	1402379	+	7275	3972	2714	1258	8421
Tb927.7.5290	Tb927_07_v5.1	1402511	1405030	+	2520	914	707	207	1510
Tb927.7.5300	Tb927_07_v5.1	1406536	1409443	+	2908	1110	767	343	2177
Tb927.7.5310	Tb927_07_v5.1	1409622	1411798	+	2177	1622	1183	439	2436
Tb927.7.5320	Tb927_07_v5.1	1412504	1415724	+	3221	941	768	173	2227
Tb927.7.5330	Tb927_07_v5.1	1415891	1418747	+	2857	1322	927	395	4671
Tb927.7.5340	Tb927_07_v5.1	1418660	1422209	+	3550	1806	1421	385	5189
Tb927.7.5350	Tb927_07_v5.1	1427074	1429836	+	2763	1699	1402	297	4839
Tb927.7.5360	Tb927_07_v5.1	1430205	1431717	+	1513	448	318	130	3590
Tb927.7.5370	Tb927_07_v5.1	1431937	1436493	+	4557	3192	2118	1074	5332
Tb927.7.5380	Tb927_07_v5.1	1436813	1443652	+	6840	331	274	57	962
Tb927.7.5390	Tb927_07_v5.1	1445724	1450155	+	4432	1636	1310	326	4934
Tb927.7.5400	Tb927_07_v5.1	1450488	1452736	+	2249	1506	1217	289	6154
Tb927.7.5410	Tb927_07_v5.1	1453218	1456300	+	3083	1793	1287	506	3408
Tb927.7.5420	Tb927_07_v5.1	1457067	1458735	+	1669	914	595	319	2508
Tb927.7.5430	Tb927_07_v5.1	1459754	1462622	+	2869	1800	1339	461	2880
Tb927.7.5440	Tb927_07_v5.1	1462957	1469006	+	6050	3888	2816	1072	7994
Tb927.7.5450	Tb927_07_v5.1	1469735	1474285	+	4551	1153	788	365	2140
Tb927.7.5460	Tb927_07_v5.1	1474444	1475778	+	1335	145	126	19	1499
Tb927.7.5470	Tb927_07_v5.1	1475950	1478015	+	2066	713	589	124	4578
Tb927.7.5480	Tb927_07_v5.1	1478517	1481246	+	2730	1394	1119	275	2634
Tb927.7.5490	Tb927_07_v5.1	1481366	1483365	+	2000	1146	917	229	1872
Tb927.7.5500	Tb927_07_v5.1	1483503	1487058	+	3556	1821	1055	766	2332
Tb927.7.5510	Tb927_07_v5.1	1487711	1489218	+	1508	470	342	128	1621
Tb927.7.5520	Tb927_07_v5.1	1489376	1490689	+	1314	670	535	135	2098
Tb927.7.5530	Tb927_07_v5.1	1490808	1492370	+	1563	509	239	270	1029
Tb927.7.5540	Tb927_07_v5.1	1492521	1494822	+	2302	1293	984	309	3967
Tb927.7.5550	Tb927_07_v5.1;Tb927_07_v5.1	1495014;1495386	1496528;1496528	+;+	1515	1203	491	712	2248
Tb927.7.5560	Tb927_07_v5.1	1496839	1500931	+	4093	1371	1066	305	2883
Tb927.7.5570	Tb927_07_v5.1	1501047	1502848	+	1802	655	401	254	1589
Tb927.7.5580	Tb927_07_v5.1	1503381	1504530	+	1150	1334	1065	269	2830
Tb927.7.5590	Tb927_07_v5.1	1504668	1510444	+	5777	2200	1816	384	4670
Tb927.7.5600	Tb927_07_v5.1	1510638	1514024	+	3387	1212	994	218	3591
Tb7.NT.62	Tb927_07_v5.1	1516315	1516724	+	410	74	71	3	224
Tb927.7.5610	Tb927_07_v5.1	1516783	1520321	+	3539	1557	1081	476	3514
Tb927.7.5615	Tb927_07_v5.1	1520449	1520925	+	477	358	332	26	960
Tb927.7.5620	Tb927_07_v5.1	1521358	1522838	+	1481	563	345	218	1118
Tb927.7.5630	Tb927_07_v5.1	1523002	1525102	+	2101	1492	985	507	2196
Tb927.7.5640	Tb927_07_v5.1	1525510	1526813	+	1304	463	418	45	906
Tb927.7.5650	Tb927_07_v5.1	1526983	1530088	+	3106	833	643	190	1698
Tb927.7.5660	Tb927_07_v5.1	1530262	1532439	+	2178	180	143	37	2145
Tb927.7.5670	Tb927_07_v5.1	1533544	1534984	+	1441	49	20	29	60
Tb927.7.5680	Tb927_07_v5.1	1535124	1536188	+	1065	550	357	193	942
Tb927.7.5690	Tb927_07_v5.1	1537413	1539416	+	2004	479	302	177	12734
Tb927.7.5700	Tb927_07_v5.1	1540391	1541438	+	1048	1236	781	455	1495
Tb927.7.5710	Tb927_07_v5.1	1542108	1543401	+	1294	1200	1027	173	3154
Tb927.7.5720	Tb927_07_v5.1	1543585	1544779	+	1195	1009	828	181	2652
Tb927.7.5730	Tb927_07_v5.1	1545179	1548046	+	2868	2398	1999	399	4400
Tb927.7.5740	Tb927_07_v5.1	1548216	1549998	+	1783	1322	850	472	3314
Tb927.7.5750	Tb927_07_v5.1	1550176	1553737	+	3562	1110	917	193	3100
Tb927.7.5760	Tb927_07_v5.1	1554131	1554807	+	677	194	138	56	594
Tb927.7.5770	Tb927_07_v5.1	1555531	1557662	+	2132	391	346	45	979
Tb927.7.5780	Tb927_07_v5.1	1560341	1561887	+	1547	1531	1201	330	5355
Tb927.7.5790	Tb927_07_v5.1	1562282	1563816	+	1535	129	109	20	500
Tb927.7.5795	Tb927_07_v5.1	1564490	1566599	+	2110	508	469	39	1330
Tb927.7.5800	Tb927_07_v5.1	1568307	1569432	+	1126	18	17	1	221
Tb927.7.5810	Tb927_07_v5.1	1570164	1571029	+	866	1067	951	116	2413
Tb927.7.5820	Tb927_07_v5.1	1571446	1573382	+	1937	675	574	101	2234
Tb927.7.5830	Tb927_07_v5.1	1573532	1574146	+	615	76	60	16	210
Tb927.7.5840	Tb927_07_v5.1	1574433	1575681	+	1249	544	431	113	812
Tb927.7.5850	Tb927_07_v5.1	1576252	1578514	+	2263	446	385	61	1036
Tb927.7.5860	Tb927_07_v5.1	1578647	1579990	+	1344	71	64	7	165
Tb927.7.5870	Tb927_07_v5.1	1580107	1580933	+	827	144	128	16	161
Tb927.7.5880	Tb927_07_v5.1	1581144	1582407	+	1264	425	403	22	2516
Tb927.7.5890	Tb927_07_v5.1	1582863	1584960	+	2098	2416	1500	916	4565
Tb927.7.5900	Tb927_07_v5.1	1585200	1586783	+	1584	743	559	184	1920
Tb927.7.5910	Tb927_07_v5.1	1586854	1588266	+	1413	1401	883	518	2485
Tb927.7.5920	Tb927_07_v5.1	1588378	1589956	+	1579	1131	849	282	2908
Tb927.7.5930	Tb927_07_v5.1	1590092	1592710	+	2619	953	695	258	7064
Tb927.7.5940	Tb927_07_v5.1	1592849	1595615	+	2767	1299	1048	251	2043
Tb927.7.5950	Tb927_07_v5.1	1599147	1601050	+	1904	312	243	69	821
Tb927.7.5960	Tb927_07_v5.1	1602473	1604416	+	1944	1296	1066	230	2355
Tb927.7.5970	Tb927_07_v5.1	1605716	1608543	+	2828	1247	915	332	2712
Tb927.7.5980	Tb927_07_v5.1	1608682	1610646	+	1965	1643	1343	300	3216
Tb927.7.5990	Tb927_07_v5.1	1611940	1614755	+	2816	1689	1257	432	3543
Tb927.7.6000	Tb927_07_v5.1	1614894	1616858	+	1965	1483	1163	320	3649
Tb927.7.6010	Tb927_07_v5.1	1617583	1619909	+	2327	1102	666	436	2051
Tb927.7.6020	Tb927_07_v5.1	1620711	1621789	+	1079	954	662	292	4588
Tb927.7.6030	Tb927_07_v5.1	1624431	1626189	-	1759	291	93	198	445
Tb927.7.6040	Tb927_07_v5.1	1625243	1630618	-	5376	3410	2535	875	11449
Tb927.7.6050	Tb927_07_v5.1	1630781	1637174	-	6394	5071	3934	1137	12031
Tb927.7.6060	Tb927_07_v5.1	1639890	1643734	-	3845	2940	2170	770	7049
Tb927.7.6070	Tb927_07_v5.1	1643896	1652403	-	8508	5700	4413	1287	17406
Tb927.7.6080	Tb927_07_v5.1	1653761	1657305	-	3545	2669	2020	649	8964
Tb927.7.6090	Tb927_07_v5.1	1658831	1661608	-	2778	138	117	21	487
Tb927.7.6100	Tb927_07_v5.1	1661386	1664325	-	2940	692	511	181	2572
Tb927.7.6110	Tb927_07_v5.1	1665485	1666348	-	864	622	398	224	706
Tb927.7.6130	Tb927_07_v5.1	1666990	1667849	-	860	260	219	41	553
Tb927.7.6150	Tb927_07_v5.1	1668491	1669347	-	857	271	194	77	566
