# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003737.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003737.1.all.q/CM03_D_LG_S3/counts.txt" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam
Tb927.9.14780	Tb927_09_v5.1	2310720	2310863	+	144	608	530	78	1107
Tb927.9.14790	Tb927_09_v5.1	2312108	2312251	+	144	717	600	117	1110
Tb927.9.14800	Tb927_09_v5.1	2313471	2313629	+	159	786	753	33	1543
Tb927.9.14810	Tb927_09_v5.1	2314880	2315023	+	144	672	591	81	1017
Tb927.9.14820	Tb927_09_v5.1	2316274	2316417	+	144	704	595	109	1043
Tb927.9.14830	Tb927_09_v5.1	2317650	2317793	+	144	764	669	95	1307
Tb927.9.14840	Tb927_09_v5.1	2319011	2319154	+	144	632	542	90	903
Tb927.9.14850	Tb927_09_v5.1	2320427	2320570	+	144	743	636	107	1154
Tb927.9.14860	Tb927_09_v5.1	2321791	2321934	+	144	972	850	122	1733
Tb927.9.14870	Tb927_09_v5.1	2323148	2323291	+	144	566	419	147	771
Tb927.9.14880	Tb927_09_v5.1	2324555	2324698	+	144	635	514	121	964
Tb927.9.14890	Tb927_09_v5.1	2325938	2326081	+	144	775	653	122	1143
Tb927.9.14900	Tb927_09_v5.1	2327300	2327443	+	144	656	531	125	882
Tb927.9.14910	Tb927_09_v5.1	2328681	2328839	+	159	785	743	42	1783
Tb927.9.14920	Tb927_09_v5.1	2330078	2330221	+	144	827	712	115	1539
Tb927.9.14930	Tb927_09_v5.1	2331412	2331528	+	117	360	276	84	447
Tb927.9.14940	Tb927_09_v5.1	2336966	2339495	-	2530	1868	844	1024	4011
Tb927.9.14990	Tb927_09_v5.1	2341447	2342137	+	691	0	0	0	0
Tb927.9.15000	Tb927_09_v5.1	2342248	2343224	+	977	0	0	0	0
Tb927.9.15010	Tb927_09_v5.1	2343266	2343979	+	714	497	291	206	1274
Tb927.9.15020	Tb927_09_v5.1;Tb927_09_v5.1	2344041;2345168	2346129;2346129	+;+	2089	832	484	348	4937
Tb927.9.15030	Tb927_09_v5.1	2346248	2347865	+	1618	1659	892	767	7457
Tb927.9.15040	Tb927_09_v5.1	2348083	2348949	+	867	857	796	61	5467
Tb927.9.15050	Tb927_09_v5.1	2349136	2350559	+	1424	0	0	0	0
Tb927.9.15060	Tb927_09_v5.1	2350792	2351596	+	805	0	0	0	0
Tb927.9.15070	Tb927_09_v5.1	2352052	2355001	+	2950	4060	2134	1926	11408
Tb927.9.15080	Tb927_09_v5.1	2355234	2355987	+	754	0	0	0	0
Tb927.9.15090	Tb927_09_v5.1	2356115	2357253	+	1139	19	19	0	202
Tb927.9.15100	Tb927_09_v5.1	2357402	2358796	+	1395	15	14	1	237
Tb927.9.15110	Tb927_09_v5.1	2359090	2360206	+	1117	0	0	0	0
Tb927.9.15170	Tb927_09_v5.1	2360382	2361402	+	1021	0	0	0	0
Tb927.9.15190	Tb927_09_v5.1	2361556	2362285	+	730	0	0	0	0
Tb927.9.15210	Tb927_09_v5.1	2362505	2362919	+	415	32	30	2	44
Tb927.9.15230	Tb927_09_v5.1	2363103	2365168	+	2066	1166	653	513	2666
Tb927.9.15240	Tb927_09_v5.1	2365561	2366344	+	784	117	112	5	138
Tb927.9.15260	Tb927_09_v5.1	2367234	2368632	+	1399	695	436	259	1271
Tb927.9.15270	Tb927_09_v5.1	2368768	2370415	+	1648	151	148	3	939
Tb927.9.15290	Tb927_09_v5.1	2370925	2375128	+	4204	5795	3302	2493	17745
Tb927.9.15320	Tb927_09_v5.1	2376188	2378357	+	2170	53	46	7	2131
Tb927.9.15330	Tb927_09_v5.1	2378596	2381504	+	2909	638	417	221	984
Tb927.9.15350	Tb927_09_v5.1	2381771	2383918	+	2148	1	0	1	1
Tb927.9.15360	Tb927_09_v5.1	2384322	2385205	+	884	7	7	0	8
Tb927.9.15380	Tb927_09_v5.1	2385699	2389195	+	3497	1575	1305	270	5811
Tb927.9.15400	Tb927_09_v5.1	2389353	2398792	+	9440	7047	3071	3976	17228
Tb927.9.15420	Tb927_09_v5.1	2399652	2400460	+	809	331	267	64	796
Tb927.9.15450	Tb927_09_v5.1	2400978	2403793	+	2816	3229	1142	2087	5883
Tb927.9.15460	Tb927_09_v5.1	2403896	2408915	+	5020	3575	1805	1770	8678
Tb927.9.15470	Tb927_09_v5.1	2409432	2412243	+	2812	968	826	142	5317
Tb927.9.15480	Tb927_09_v5.1	2413055	2415920	+	2866	1941	1203	738	8192
Tb927.9.15490	Tb927_09_v5.1	2416134	2417710	+	1577	2	2	0	12
Tb927.9.15510	Tb927_09_v5.1	2420500	2421926	+	1427	2431	1387	1044	8546
Tb927.9.15520	Tb927_09_v5.1	2422401	2423239	+	839	3520	1567	1953	7499
Tb927.9.15530	Tb927_09_v5.1	2424196	2425520	+	1325	675	360	315	2419
Tb927.9.15540	Tb927_09_v5.1	2425995	2427411	+	1417	1537	1085	452	5187
Tb927.9.15550	Tb927_09_v5.1	2427886	2429299	+	1414	1825	1018	807	3130
Tb927.9.15560	Tb927_09_v5.1	2429773	2431079	+	1307	6107	2421	3686	11171
Tb927.9.15570	Tb927_09_v5.1	2431554	2432931	+	1378	508	417	91	820
Tb927.9.15580	Tb927_09_v5.1	2433406	2434718	+	1313	2547	1200	1347	4659
Tb927.9.15590	Tb927_09_v5.1	2435193	2436658	+	1466	2233	1419	814	5486
Tb927.9.15600	Tb927_09_v5.1	2437133	2438454	+	1322	1635	1004	631	5557
Tb927.9.15610	Tb927_09_v5.1	2438929	2440250	+	1322	321	289	32	2023
Tb927.9.15620	Tb927_09_v5.1	2440725	2442025	+	1301	400	375	25	3558
Tb927.9.15630	Tb927_09_v5.1	2442500	2443823	+	1324	285	238	47	1847
Tb927.9.15640	Tb927_09_v5.1	2444298	2445608	+	1311	506	401	105	1853
Tb927.9.15650	Tb927_09_v5.1	2446252	2447973	+	1722	866	431	435	2240
Tb927.9.15660	Tb927_09_v5.1	2448922	2456758	+	7837	1541	824	717	3750
Tb927.9.15680	Tb927_09_v5.1	2457066	2458306	+	1241	401	282	119	641
Tb927.9.15700	Tb927_09_v5.1	2458711	2462666	+	3956	1131	866	265	3403
Tb927.9.15710	Tb927_09_v5.1	2469682	2471122	+	1441	219	208	11	362
Tb927.9.15720	Tb927_09_v5.1	2471131	2474671	+	3541	2773	1246	1527	7455
Tb927.9.15730	Tb927_09_v5.1	2478135	2479575	+	1441	989	775	214	2061
Tb927.9.15740	Tb927_09_v5.1	2480111	2480758	-	648	156	120	36	398
Tb927.9.15750	Tb927_09_v5.1	2481838	2483128	+	1291	655	521	134	1293
Tb927.9.15760	Tb927_09_v5.1	2486603	2488052	+	1450	83	82	1	339
Tb927.9.15770	Tb927_09_v5.1	2488593	2489240	-	648	305	210	95	470
Tb927.9.15780	Tb927_09_v5.1	2490320	2491610	+	1291	500	387	113	1018
Tb927.9.15790	Tb927_09_v5.1	2493402	2496521	+	3120	1958	1472	486	8051
Tb927.9.15800	Tb927_09_v5.1	2497243	2499237	-	1995	1108	767	341	2843
Tb927.9.15810	Tb927_09_v5.1	2500454	2502280	-	1827	276	265	11	2736
Tb927.9.15820	Tb927_09_v5.1	2504107	2505541	-	1435	626	339	287	852
Tb927.9.15850	Tb927_09_v5.1	2506253	2510334	-	4082	758	713	45	1372
Tb927.9.15870	Tb927_09_v5.1	2511377	2512561	-	1185	12	11	1	375
Tb927.9.15890	Tb927_09_v5.1	2515950	2517670	-	1721	49	44	5	63
Tb927.9.15930	Tb927_09_v5.1	2524900	2525987	+	1088	1352	713	639	1969
Tb927.9.15940	Tb927_09_v5.1	2526358	2527586	+	1229	1	0	1	1
Tb927.9.15950	Tb927_09_v5.1	2530051	2532729	-	2679	1091	660	431	2027
Tb927.9.15980	Tb927_09_v5.1	2531762	2534942	-	3181	1514	925	589	3001
Tb927.9.16010	Tb927_09_v5.1	2537861	2538591	-	731	1299	607	692	3679
Tb927.9.16040	Tb927_09_v5.1	2544004	2545880	+	1877	3459	1647	1812	15635
Tb927.9.16050	Tb927_09_v5.1	2546414	2552240	+	5827	2012	1572	440	8493
Tb927.9.16060	Tb927_09_v5.1	2552950	2553255	+	306	0	0	0	0
Tb927.9.16070	Tb927_09_v5.1	2554003	2555406	+	1404	3349	1032	2317	4888
Tb927.9.16080	Tb927_09_v5.1	2556965	2557165	-	201	217	207	10	625
Tb927.9.16090	Tb927_09_v5.1	2557294	2558280	+	987	935	512	423	2915
Tb927.9.16100	Tb927_09_v5.1	2562101	2563565	+	1465	605	540	65	2473
Tb927.9.16110	Tb927_09_v5.1	2564455	2565355	+	901	280	256	24	1242
Tb927.9.16130	Tb927_09_v5.1	2566441	2567695	+	1255	289	267	22	948
Tb927.9.16140	Tb927_09_v5.1	2568507	2568951	+	445	1831	791	1040	3807
Tb927.9.16150	Tb927_09_v5.1	2569164	2572334	+	3171	884	711	173	1886
Tb927.9.16160	Tb927_09_v5.1	2573794	2574849	+	1056	30	30	0	217
Tb927.9.16170	Tb927_09_v5.1	2576832	2578205	+	1374	810	427	383	1216
Tb927.9.16180	Tb927_09_v5.1	2580690	2581520	+	831	1795	586	1209	3371
Tb927.9.16190	Tb927_09_v5.1	2584167	2584778	+	612	943	311	632	1636
Tb927.9.16200	Tb927_09_v5.1	2584942	2586486	+	1545	1080	898	182	7487
Tb927.9.16210	Tb927_09_v5.1	2589574	2589652	+	79	142	141	1	417
Tb927.9.16220	Tb927_09_v5.1	2589972	2591432	+	1461	2585	787	1798	4722
Tb927.9.16240	Tb927_09_v5.1	2597492	2598529	+	1038	2	0	2	2
Tb927.9.16250	Tb927_09_v5.1	2601947	2603464	+	1518	2051	590	1461	4181
Tb927.9.16260	Tb927_09_v5.1	2604591	2605119	+	529	126	98	28	4997
Tb927.9.16270	Tb927_09_v5.1	2605595	2606842	+	1248	42	41	1	1044
Tb927.9.16280	Tb927_09_v5.1	2609081	2610151	+	1071	0	0	0	0
Tb927.9.16290	Tb927_09_v5.1	2612148	2612306	+	159	0	0	0	0
Tb927.9.16310	Tb927_09_v5.1	2613739	2619916	+	6178	2173	1717	456	5030
Tb927.9.16320	Tb927_09_v5.1	2620171	2623663	+	3493	199	190	9	427
Tb927.9.16330	Tb927_09_v5.1	2624450	2624671	+	222	3	3	0	3
Tb927.9.16350	Tb927_09_v5.1	2627044	2629428	+	2385	2583	1205	1378	5362
Tb927.9.16360	Tb927_09_v5.1	2629968	2631768	+	1801	44	44	0	795
Tb927.9.16370	Tb927_09_v5.1	2633581	2634579	+	999	966	312	654	1439
Tb927.9.16380	Tb927_09_v5.1	2635859	2637297	+	1439	0	0	0	0
Tb927.9.16390	Tb927_09_v5.1	2638494	2639017	+	524	8	8	0	249
Tb927.9.16410	Tb927_09_v5.1	2646427	2648231	-	1805	599	227	372	1194
Tb927.9.16430	Tb927_09_v5.1	2652725	2653794	-	1070	0	0	0	0
Tb927.9.16440	Tb927_09_v5.1	2655228	2660287	-	5060	5977	3876	2101	11066
Tb927.9.16460	Tb927_09_v5.1	2662927	2665342	-	2416	1038	966	72	4343
Tb927.9.16470	Tb927_09_v5.1	2666654	2667632	-	979	1	1	0	1
Tb927.9.16480	Tb927_09_v5.1	2670274	2670549	-	276	133	19	114	135
Tb927.9.16490	Tb927_09_v5.1	2671181	2672833	-	1653	2381	1100	1281	11834
Tb927.9.16500	Tb927_09_v5.1	2673907	2675517	-	1611	1828	1168	660	12180
Tb927.9.16510	Tb927_09_v5.1	2676473	2677973	-	1501	5	3	2	7
Tb927.9.16520	Tb927_09_v5.1	2679930	2681312	-	1383	0	0	0	0
Tb927.9.16530	Tb927_09_v5.1	2683484	2684742	-	1259	1839	1028	811	4160
Tb927.9.16540	Tb927_09_v5.1	2685823	2687250	-	1428	222	220	2	664
Tb927.9.16550	Tb927_09_v5.1	2691782	2692950	-	1169	248	154	94	731
Tb927.9.16560	Tb927_09_v5.1	2695761	2697367	-	1607	1577	1193	384	8122
Tb927.9.16570	Tb927_09_v5.1	2698879	2700284	-	1406	1808	1215	593	8761
Tb927.9.16580	Tb927_09_v5.1	2700800	2701234	-	435	138	137	1	308
Tb927.9.16590	Tb927_09_v5.1	2702379	2703757	-	1379	285	258	27	458
Tb927.9.16600	Tb927_09_v5.1	2706409	2707737	-	1329	896	543	353	3169
Tb927.9.16610	Tb927_09_v5.1	2707744	2715662	-	7919	69	45	24	98
Tb927.9.16630	Tb927_09_v5.1	2710381	2716169	+	5789	110	93	17	151
Tb927.9.16640	Tb927_09_v5.1	2717452	2719081	+	1630	186	173	13	712
Tb927.9.16650	Tb927_09_v5.1	2719883	2720243	+	361	249	163	86	275
Tb927.9.16660	Tb927_09_v5.1	2721123	2722719	+	1597	712	582	130	1529
Tb927.9.16670	Tb927_09_v5.1	2724401	2725822	+	1422	63	62	1	842
Tb927.9.16680	Tb927_09_v5.1	2727716	2729094	+	1379	4164	1561	2603	10499
Tb927.9.16690	Tb927_09_v5.1	2731198	2731635	+	438	30	30	0	858
Tb927.9.16700	Tb927_09_v5.1	2733738	2734360	+	623	1	1	0	1
Tb927.9.16710	Tb927_09_v5.1	2735578	2736113	+	536	0	0	0	0
Tb927.9.16720	Tb927_09_v5.1	2738456	2739511	+	1056	11	11	0	347
Tb927.9.16730	Tb927_09_v5.1	2741212	2741971	+	760	0	0	0	0
Tb927.9.16750	Tb927_09_v5.1	2742798	2751817	-	9020	10789	4092	6697	25640
Tb927.9.16770	Tb927_09_v5.1	2753943	2755662	-	1720	125	115	10	5811
Tb927.9.16780	Tb927_09_v5.1	2757055	2757249	-	195	2	1	1	2
Tb927.9.16790	Tb927_09_v5.1	2758280	2759839	-	1560	245	233	12	565
Tb927.9.16800	Tb927_09_v5.1	2760096	2761019	-	924	107	76	31	126
Tb927.9.16810	Tb927_09_v5.1	2762360	2763460	-	1101	34	34	0	933
Tb927.9.16820	Tb927_09_v5.1	2765453	2765826	-	374	378	211	167	695
Tb927.9.16830	Tb927_09_v5.1	2766477	2767363	-	887	25	25	0	955
Tb927.9.16840	Tb927_09_v5.1	2768302	2768972	-	671	185	139	46	250
Tb927.9.16850	Tb927_09_v5.1	2769468	2769881	-	414	319	245	74	634
Tb927.9.16860	Tb927_09_v5.1	2771814	2773346	-	1533	721	559	162	2424
Tb927.9.16870	Tb927_09_v5.1	2774642	2775177	-	536	21	21	0	417
Tb927.9.16880	Tb927_09_v5.1	2777256	2778067	-	812	294	243	51	1063
Tb927.9.16890	Tb927_09_v5.1	2779331	2780609	-	1279	2058	947	1111	3482
Tb927.9.16900	Tb927_09_v5.1	2782132	2783690	-	1559	476	269	207	609
Tb927.9.16910	Tb927_09_v5.1	2785737	2785897	-	161	0	0	0	0
Tb927.9.16920	Tb927_09_v5.1	2786605	2787330	-	726	1245	524	721	4640
Tb927.9.16940	Tb927_09_v5.1	2789186	2790703	-	1518	2	0	2	2
Tb927.9.16950	Tb927_09_v5.1	2791889	2792359	+	471	600	273	327	1029
Tb927.9.16960	Tb927_09_v5.1	2792413	2793037	+	625	689	231	458	937
Tb927.9.16970	Tb927_09_v5.1	2793789	2796419	+	2631	2119	1656	463	5806
Tb927.9.16980	Tb927_09_v5.1	2796528	2797682	+	1155	0	0	0	0
Tb927.9.16990	Tb927_09_v5.1	2800378	2800572	+	195	0	0	0	0
Tb927.9.17010	Tb927_09_v5.1	2806539	2806735	-	197	484	286	198	1200
Tb927.9.17020	Tb927_09_v5.1	2807828	2809272	-	1445	513	470	43	3315
Tb927.9.17030	Tb927_09_v5.1	2809842	2810144	-	303	100	86	14	120
Tb927.9.17040	Tb927_09_v5.1	2810464	2810772	-	309	370	339	31	1750
Tb927.9.17050	Tb927_09_v5.1	2812598	2814040	-	1443	679	275	404	1836
Tb927.9.17060	Tb927_09_v5.1	2815953	2816438	-	486	1968	862	1106	4463
Tb927.9.17070	Tb927_09_v5.1	2819068	2820615	-	1548	377	310	67	508
Tb927.9.17080	Tb927_09_v5.1	2821804	2823317	-	1514	928	803	125	3262
Tb927.9.17090	Tb927_09_v5.1	2825606	2827148	-	1543	3848	1935	1913	9500
Tb927.9.17100	Tb927_09_v5.1	2828057	2828316	-	260	202	10	192	216
Tb927.9.17110	Tb927_09_v5.1	2829587	2830335	-	749	587	500	87	1593
Tb927.9.17120	Tb927_09_v5.1	2830541	2832185	-	1645	3350	1279	2071	6986
Tb927.9.17130	Tb927_09_v5.1	2832672	2834205	-	1534	1	0	1	1
Tb927.9.17140	Tb927_09_v5.1	2835880	2837442	-	1563	841	665	176	3049
Tb927.9.17160	Tb927_09_v5.1	2838591	2840044	-	1454	691	600	91	2212
Tb927.9.17170	Tb927_09_v5.1	2841662	2842847	-	1186	317	290	27	698
Tb927.9.17180	Tb927_09_v5.1	2844733	2846222	-	1490	9	0	9	9
Tb927.9.17190	Tb927_09_v5.1	2848758	2853072	-	4315	5582	2561	3021	9005
Tb927.9.17200	Tb927_09_v5.1	2854871	2855652	-	782	87	56	31	238
Tb09_rRNA_1	Tb927_09_v5.1	2860565	2861116	-	552	1127	625	502	2411
Tb09_rRNA_2	Tb927_09_v5.1	2861632	2861805	-	174	485	285	200	631
Tb09_rRNA_3	Tb927_09_v5.1	2861972	2863330	-	1359	669	450	219	3401
Tb927.9.17240	Tb927_09_v5.1	2863377	2863634	+	258	0	0	0	0
Tb927.9.17250	Tb927_09_v5.1	2864701	2866716	+	2016	170	164	6	1709
Tb927.9.17260	Tb927_09_v5.1	2868334	2869543	+	1210	749	587	162	6223
Tb927.9.17270	Tb927_09_v5.1	2872321	2875259	+	2939	1224	236	988	1608
Tb927.9.17280	Tb927_09_v5.1	2875496	2877029	+	1534	944	403	541	1328
Tb927.9.17290	Tb927_09_v5.1	2878736	2880153	+	1418	996	849	147	9210
Tb927.9.17310	Tb927_09_v5.1	2887968	2888986	-	1019	2045	1186	859	10226
Tb927.9.17320	Tb927_09_v5.1	2889700	2890522	-	823	0	0	0	0
Tb927.9.17330	Tb927_09_v5.1	2891341	2892655	-	1315	350	278	72	1282
Tb927.9.17340	Tb927_09_v5.1	2893272	2894078	-	807	178	166	12	326
Tb927.9.17350	Tb927_09_v5.1	2896698	2897975	-	1278	399	14	385	411
Tb927.9.17360	Tb927_09_v5.1	2899262	2900714	-	1453	231	227	4	1018
Tb927.9.17370	Tb927_09_v5.1	2902649	2903803	-	1155	42	40	2	619
Tb927.9.17380	Tb927_09_v5.1	2906665	2908023	-	1359	28	28	0	649
Tb927.9.17390	Tb927_09_v5.1	2910046	2912064	-	2019	2255	552	1703	2843
Tb927.9.17400	Tb927_09_v5.1	2913245	2913322	-	78	0	0	0	0
Tb927.9.17410	Tb927_09_v5.1	2913926	2915456	-	1531	530	460	70	1787
Tb927.9.17420	Tb927_09_v5.1	2916859	2919145	-	2287	3	0	3	3
Tb927.9.17430	Tb927_09_v5.1	2920345	2921838	-	1494	1361	533	828	2472
Tb927.9.17440	Tb927_09_v5.1	2923968	2925484	-	1517	121	101	20	7561
Tb927.9.17450	Tb927_09_v5.1	2926871	2929074	-	2204	1956	1006	950	7348
Tb927.9.17460	Tb927_09_v5.1	2930310	2930911	-	602	175	173	2	568
Tb927.9.17470	Tb927_09_v5.1	2936126	2937304	-	1179	39	39	0	2303
Tb927.9.17480	Tb927_09_v5.1	2940120	2941726	-	1607	1	0	1	1
Tb927.9.17490	Tb927_09_v5.1	2943197	2944165	-	969	2893	1064	1829	7664
Tb927.9.17500	Tb927_09_v5.1	2945082	2945516	-	435	162	154	8	329
Tb927.9.17510	Tb927_09_v5.1	2946661	2949336	-	2676	1618	1282	336	5810
Tb927.9.17520	Tb927_09_v5.1	2950690	2952018	-	1329	1215	769	446	3581
Tb927.9.17530	Tb927_09_v5.1	2954107	2954659	-	553	491	442	49	1647
Tb927.9.17550	Tb927_09_v5.1	2954619	2959680	+	5062	4048	1608	2440	6191
Tb927.9.17570	Tb927_09_v5.1	2961642	2963001	+	1360	587	514	73	4000
Tb927.9.17580	Tb927_09_v5.1	2964315	2965280	+	966	1355	788	567	2476
Tb927.9.17590	Tb927_09_v5.1	2967320	2967586	+	267	1	0	1	1
Tb927.9.17600	Tb927_09_v5.1	2970543	2972208	+	1666	366	333	33	2091
Tb927.9.17610	Tb927_09_v5.1	2972355	2973174	+	820	35	16	19	41
Tb927.9.17620	Tb927_09_v5.1	2974459	2975968	+	1510	2244	957	1287	5214
Tb927.9.17630	Tb927_09_v5.1	2976401	2976729	+	329	229	26	203	235
Tb927.9.17640	Tb927_09_v5.1	2980453	2985715	-	5263	2868	1215	1653	6001
Tb927.9.17660	Tb927_09_v5.1	2987132	2987719	-	588	87	83	4	3831
Tb927.9.17670	Tb927_09_v5.1	2988662	2989123	-	462	948	272	676	1221
Tb927.9.17680	Tb927_09_v5.1	2990299	2991723	-	1425	37	27	10	39
Tb09_rRNA_4	Tb927_09_v5.1	2993286	2993363	+	78	1	1	0	1
Tb09_rRNA_5	Tb927_09_v5.1	2993755	2994111	+	357	424	230	194	716
Tb09_rRNA_6	Tb927_09_v5.1	2994254	2994361	+	108	241	122	119	299
Tb927.9.17690	Tb927_09_v5.1	2995587	2995888	-	302	823	516	307	1755
Tb927.9.17700	Tb927_09_v5.1	2996871	2998271	-	1401	335	190	145	534
Tb927.9.17720	Tb927_09_v5.1	2999976	3000293	-	318	1036	241	795	1414
Tb927.9.17730	Tb927_09_v5.1	3000877	3001368	-	492	978	667	311	2212
Tb927.9.17740	Tb927_09_v5.1	3002875	3003711	-	837	399	312	87	955
Tb927.9.17750	Tb927_09_v5.1	3005378	3007636	-	2259	541	271	270	1002
Tb927.9.17760	Tb927_09_v5.1	3007911	3008186	-	276	994	0	994	1014
Tb927.9.17770	Tb927_09_v5.1	3009515	3011031	-	1517	1	1	0	2
Tb927.9.17780	Tb927_09_v5.1	3012583	3018198	-	5616	3004	1772	1232	5851
Tb927.9.17810	Tb927_09_v5.1	3018158	3022658	+	4501	1774	1247	527	10102
Tb927.9.17820	Tb927_09_v5.1	3023621	3023698	+	78	0	0	0	0
Tb927.9.17830	Tb927_09_v5.1	3024742	3026450	+	1709	931	374	557	2372
Tb927.9.17850	Tb927_09_v5.1	3028072	3029939	+	1868	549	369	180	5204
Tb927.9.17870	Tb927_09_v5.1	3030678	3030807	+	130	303	11	292	310
Tb927.9.17880	Tb927_09_v5.1	3032673	3035876	+	3204	2033	1006	1027	6349
Tb927.9.17890	Tb927_09_v5.1	3036398	3037626	+	1229	1206	464	742	3857
Tb927.9.17900	Tb927_09_v5.1	3039010	3039694	+	685	214	200	14	1647
Tb927.9.17910	Tb927_09_v5.1	3040191	3041792	+	1602	5	1	4	7
Tb927.9.17930	Tb927_09_v5.1	3043547	3045383	+	1837	2407	479	1928	3751
Tb927.9.17940	Tb927_09_v5.1	3049990	3050493	-	504	24	6	18	26
Tb927.9.17950	Tb927_09_v5.1	3051310	3051519	-	210	693	380	313	2470
Tb927.9.17960	Tb927_09_v5.1	3054561	3056122	-	1562	1237	690	547	4258
Tb927.9.17970	Tb927_09_v5.1	3058403	3059872	-	1470	2	1	1	2
Tb927.9.17980	Tb927_09_v5.1	3061441	3062379	-	939	1677	771	906	3097
Tb927.9.17990	Tb927_09_v5.1	3064404	3065435	-	1032	0	0	0	0
Tb927.9.18000	Tb927_09_v5.1	3068622	3068780	-	159	187	186	1	2421
Tb927.9.18010	Tb927_09_v5.1	3072749	3075450	-	2702	1196	1107	89	4386
Tb927.9.18040	Tb927_09_v5.1	3077483	3078908	-	1426	1029	287	742	1243
Tb927.9.18050	Tb927_09_v5.1	3079056	3081514	-	2459	941	542	399	1881
Tb927.9.18070	Tb927_09_v5.1	3083824	3085393	-	1570	1029	738	291	3244
Tb927.9.18080	Tb927_09_v5.1	3087307	3094689	-	7383	1880	1609	271	6014
Tb927.9.18100	Tb927_09_v5.1	3095135	3096024	-	890	215	207	8	1020
Tb927.9.18110	Tb927_09_v5.1	3097492	3099067	-	1576	11	10	1	222
Tb927.9.18120	Tb927_09_v5.1	3101044	3102374	-	1331	505	487	18	2887
Tb927.9.18130	Tb927_09_v5.1	3104456	3105939	-	1484	1785	561	1224	2924
Tb927.9.18140	Tb927_09_v5.1	3107735	3383448	-	275714	97922	63863	34059	236134
Tb927.10.10	Tb927_10_v5.1	1486	2862	-	1377	23	21	2	32
Tb927.10.20	Tb927_10_v5.1	8443	19619	-	11177	8730	5336	3394	14762
Tb927.10.30	Tb927_10_v5.1	20305	21717	-	1413	298	190	108	575
Tb927.10.40	Tb927_10_v5.1	23060	23503	+	444	560	148	412	847
Tb927.10.60	Tb927_10_v5.1	27790	31831	-	4042	169	163	6	907
Tb927.10.70	Tb927_10_v5.1	38612	45816	-	7205	3947	2539	1408	6596
Tb927.10.90	Tb927_10_v5.1	46932	48086	-	1155	552	291	261	2186
Tb927.10.100	Tb927_10_v5.1	48468	49844	-	1377	828	272	556	1112
Tb927.10.110	Tb927_10_v5.1	53636	55117	-	1482	255	174	81	985
Tb927.10.120	Tb927_10_v5.1	56199	58296	-	2098	2867	1821	1046	10306
Tb927.10.130	Tb927_10_v5.1	58920	59393	+	474	29	28	1	1324
Tb927.10.140	Tb927_10_v5.1	63946	67993	+	4048	1076	566	510	2583
Tb927.10.150	Tb927_10_v5.1;Tb927_10_v5.1	66265;68674	69310;69310	+;+	3046	1	0	1	1
Tb927.10.160	Tb927_10_v5.1;Tb927_10_v5.1	69368;69400	70663;70663	+;+	1296	1132	635	497	3927
Tb927.10.170	Tb927_10_v5.1	70802	72169	+	1368	0	0	0	0
Tb927.10.180	Tb927_10_v5.1	72359	73392	+	1034	0	0	0	0
Tb927.10.190	Tb927_10_v5.1	73544	74356	+	813	0	0	0	0
Tb927.10.200	Tb927_10_v5.1	74489	75381	+	893	121	119	2	394
Tb927.10.210	Tb927_10_v5.1	75481	76974	+	1494	284	278	6	1548
Tb927.10.220	Tb927_10_v5.1	77114	77503	+	390	0	0	0	0
Tb927.10.230	Tb927_10_v5.1	77644	78398	+	755	0	0	0	0
Tb927.10.240	Tb927_10_v5.1	78587	79841	+	1255	63	62	1	149
Tb927.10.250	Tb927_10_v5.1	79954	82237	+	2284	931	369	562	4278
Tb927.10.260	Tb927_10_v5.1	82429	82686	+	258	0	0	0	0
Tb927.10.270	Tb927_10_v5.1	83369	83863	+	495	0	0	0	0
Tb927.10.280	Tb927_10_v5.1	83997	84699	+	703	349	341	8	3364
Tb927.10.290	Tb927_10_v5.1	84839	85854	+	1016	320	300	20	855
Tb927.10.300	Tb927_10_v5.1	85982	86809	+	828	739	478	261	1836
Tb927.10.310	Tb927_10_v5.1	87456	91204	+	3749	667	626	41	3757
Tb927.10.320	Tb927_10_v5.1	91913	92479	+	567	0	0	0	0
Tb927.10.330	Tb927_10_v5.1	92623	93956	+	1334	0	0	0	0
Tb927.10.340	Tb927_10_v5.1	94239	95896	+	1658	1974	933	1041	11062
Tb927.10.350	Tb927_10_v5.1	96064	99614	+	3551	1018	725	293	4630
